date,SPY,GOOGL,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK-B,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO,AMAT,POWI,TDOC,TTD,BILI,IPHI,MELI,PLUG,RPRX,WKHS,DPHC,LOW,ETSY,FTCH
,SP500,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Video,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health,Applied Materials,Power Integrations,Teladoc,Trade Desk,Bilibili,Inphi,MercadoLibre,Plug Power,Royalty Pharma,Workhorse,Diamond Peak,Lowes,Etsy,Farfetch
2008-02-22,205491000,11020700,54638500,12342700,125705400,14326600,13163100,8574550,134283800,7917200,26522200,53739200,5974300,5846900,39795500,8812400,1280000,30452700,33756000,12900,10142300,11139700,13601200,19518900,7384200,4771900,461000,5963300,11604700,12449700,5900800,0,4975400,23487200,12154700,40004800,5797600,0,0,11195000,0,0,2053600,0,2420306,4750300,0,0,0,0,0,0,0,0,2752700,0,0,0,0,19640000,32657100,86753000,5231500,18076300,3337300,0,8601400,0,12433100,15567300,0,0,0,1449100,175400,10194800,7577175,0,4368600,0,0,0,0,0,0,0,0,5110400,0,0,0,0,0,0,0,0,0,0,535800,0,0,0,0,0,22894700,79400,0,0,0,0,457009,325000,0,0,0,13725700,0,0
2008-02-25,190107000,16728800,44884800,7858200,109974300,14766900,13565300,4767108,82397200,8158000,17599800,57042500,8105100,4238700,24248000,13567800,1324600,27917200,29972200,12000,9979000,11879700,20911400,25536400,8010400,4681000,621000,5236600,10831300,10779400,6475100,0,7162000,23876300,11813500,39120700,3725700,0,0,9590000,0,0,5884000,0,1350511,6094700,0,0,0,0,0,0,0,0,5392100,0,0,0,0,24910000,38616400,120032000,5190100,16794600,2494400,0,8319000,0,12593900,12165700,0,0,0,907900,180900,8961400,11955723,0,5986000,0,0,0,0,0,0,0,0,7044200,0,0,0,0,0,0,0,0,0,0,688300,0,0,0,0,0,20503500,66100,0,0,0,0,610553,264000,0,0,0,27034800,0,0
2008-02-26,212420700,46528000,53746000,9891300,108923500,16939100,15799000,7056617,81112100,18651500,21404800,60932500,6541500,6751000,25630200,10340600,1295600,24989300,30539700,14200,9219200,11259700,30638500,31028600,8403900,4673000,498900,9346700,14267000,9757500,7154700,0,3078500,21329600,12672600,46641600,6228000,0,0,7553600,0,0,3266400,0,1143301,8567100,0,0,0,0,0,0,0,813800,4221200,0,0,0,0,23792000,47132200,107639000,6203900,14135500,2500700,0,8710600,0,14996100,14776000,0,0,0,2050400,271500,7200400,8452352,0,6913800,0,0,0,0,0,0,0,0,8608000,0,0,0,0,0,0,0,0,0,0,499700,0,0,0,0,0,25603100,87300,0,0,0,0,575675,566000,0,0,0,14411600,0,0
2008-02-27,168395800,20223500,52683500,8930500,75199500,9970300,14249900,13152721,80981700,11854900,19430000,88232300,6385200,29708100,26371400,10319600,3074800,38566000,29710100,10900,9569700,11769800,17330300,29191300,9902400,4520400,603300,13814900,12426800,15896900,7392400,0,3207700,20323100,9731900,32838900,4342000,0,0,6810400,0,0,3107100,0,474815,5173100,0,0,0,0,0,0,0,881900,14741200,0,0,0,0,21978000,26355700,87757000,7163300,13445400,2279700,0,8587400,0,22596900,10627200,0,0,0,1285200,221900,5700100,9927156,0,10423700,0,0,0,0,0,0,0,0,11409500,0,0,0,0,0,0,0,0,0,0,536200,0,0,0,0,0,26713300,113400,0,0,0,0,1517503,243000,0,0,0,15384300,0,0
2008-02-28,170831100,13160600,57794800,13167800,83002900,9601100,13183500,5828903,56138700,7227200,17271300,69469600,5330500,8726500,39797200,11221100,8904300,36606500,34949400,13900,8545200,11149300,18085800,18397000,7718000,4804800,422800,6969500,10469500,10378200,5639700,0,2940100,24999200,8990300,32803700,4558500,0,0,14148000,0,0,2223200,0,559791,4759800,0,0,0,0,0,0,0,1037000,2813000,0,0,0,0,24328000,26693000,62216000,6024500,12590200,2129500,0,5654300,0,12760800,7660900,0,0,0,984500,146900,5285200,11212196,0,5432600,0,0,0,0,0,0,0,0,8026100,0,0,0,0,0,0,0,0,0,0,1132100,0,0,0,0,0,24871700,51100,0,0,0,0,1410637,195000,0,0,0,11374700,0,0
2008-02-29,252715200,18831900,44838600,11664600,117411400,17473000,9337200,10611686,77164100,8475100,27384500,72410000,12307400,13575200,33770300,14575900,2598300,36856600,39711500,18200,12028300,14640200,21898800,20219400,7983700,5893400,418700,7461200,13641300,17158900,10785100,0,2068100,26540200,12983700,52144500,5738900,0,0,19995200,0,0,1743800,0,1043187,7831000,0,0,0,0,0,0,0,854700,5915400,0,0,0,0,49118000,47228300,100004000,8823500,13514400,2951700,0,11979800,0,15546800,8117400,0,0,0,842200,163100,6919900,9348504,0,5399100,0,0,0,0,0,0,0,0,6871300,0,0,0,0,0,0,0,0,0,0,1090100,0,0,0,0,0,25517200,152200,0,0,0,0,699687,224000,0,0,0,11623900,0,0
2008-03-03,189483500,15093800,56894400,13721100,76544300,13829300,14820100,8108720,75603600,6335700,33104000,52575700,12553200,10827100,21836700,8283100,2223400,31481900,37261500,41500,8841200,11568500,19162200,19752100,6246300,5024400,794900,7495800,10936200,11684900,8229300,0,2870600,23192300,9859700,34505900,4921800,0,0,12551700,0,0,2370800,0,904981,4616400,0,0,0,0,0,0,0,610000,3217300,0,0,0,0,22080000,32751100,102143000,6104700,11225700,2589300,0,9149900,0,18580800,6936800,0,0,0,1135300,117300,10580900,11486795,0,6205000,0,0,0,0,0,0,0,0,6929700,0,0,0,0,0,0,0,0,0,0,798300,0,0,0,0,0,26327200,169700,0,0,0,0,1286975,304000,0,0,0,13312600,0,0
2008-03-04,282513100,27216100,63763700,16703600,86925600,18043400,28308700,9358407,124099900,8593300,31551500,96705100,8178800,10258500,22220300,15907700,2088400,56449300,46582400,25900,14347700,16500300,15672300,24989100,10052900,5965200,483800,7887800,12392600,14204000,8082300,0,3560300,30372200,13698300,44904400,5023200,0,0,13582000,0,0,2138200,0,858466,8566400,0,0,0,0,0,0,0,611100,2707500,0,0,0,0,32268000,36042600,187681000,7998400,19472200,4166000,0,7589700,0,17175100,8117700,0,0,0,2195300,229800,9860600,21357714,0,6800800,0,0,0,0,0,0,0,0,7971300,0,0,0,0,0,0,0,0,0,0,1524400,0,0,0,0,0,60449000,208500,0,0,0,0,1228033,578000,0,0,0,16115900,0,0
2008-03-05,270681400,14858300,43637000,11126400,106489800,12582000,20783500,5953559,62225500,8434200,22641800,75778600,10868700,9353900,21726400,9692200,2852400,36325600,51850800,19000,13654600,11694500,18340500,22994800,8039700,6690200,446700,7087700,10177900,17242300,5990500,0,2255100,30835400,16220500,43523900,4381000,0,0,9458900,0,0,1940400,0,694052,7924400,0,0,0,0,0,0,0,676900,3950300,0,0,0,0,22314000,46774400,112334000,7258800,16116400,2942300,0,7554900,0,18794400,12406000,0,0,0,1840700,158900,6361200,15356809,0,13979800,0,0,0,0,0,0,0,0,7193900,0,0,0,0,0,0,0,0,0,0,741600,0,0,0,0,0,32463000,123100,0,0,0,0,1374746,392000,0,0,0,12015900,0,0
2008-03-06,247911700,14925200,52632100,8343300,91127700,12273900,19604000,11000694,31035681,8018400,21429400,71804000,7411400,7289400,21053100,10529000,1585700,44356900,51961200,15200,12137700,9957900,14345600,27516400,7281600,6138800,481300,6526200,15757000,15408800,6788000,0,2438100,28977000,14296500,52336700,3813800,0,0,9097900,0,0,2089400,0,1372924,5866400,0,0,0,0,0,0,0,579700,3625000,0,0,0,0,26126000,34523600,86972000,5442600,26882100,4655500,0,5017100,0,12986500,10296500,0,0,0,1303800,187600,13605600,18543559,0,6139700,0,0,0,0,0,0,0,0,7375000,0,0,0,0,0,0,0,0,0,0,796600,0,0,0,0,0,30493400,128300,0,0,0,0,3316503,514000,0,0,0,14214300,0,0
2008-03-07,326434600,16127400,43945100,10438100,77597600,14417000,22971900,7144158,35937677,8124900,28821800,70314500,7287400,7645900,25139000,12750400,1760800,43258700,43862700,20100,14935800,13753900,15410100,24346300,4930600,7205600,659100,8053000,13900500,15379200,7434000,0,4601100,30749200,15910600,56931400,4516000,0,0,10403100,0,0,2379100,0,1775268,8404300,0,0,0,0,0,0,0,485900,4468000,0,0,0,0,29836000,42330100,100737000,6961000,19187500,4299200,0,8078100,0,14431200,10491300,0,0,0,1195000,142800,12618500,10066995,0,5712600,0,0,0,0,0,0,0,0,6537900,0,0,0,0,0,0,0,0,0,0,954100,0,0,0,0,0,26953100,109200,0,0,0,0,1555299,405000,0,0,0,13166900,0,0
2008-03-10,235683600,15959200,35699600,9321000,72175100,13750500,21618600,10075845,66986800,9747300,19869900,48167600,8201400,5386700,22468900,12622400,1237200,41281300,50356100,22800,14229400,13774100,17188800,24325300,4756700,4702000,754200,17599500,12072700,12361600,6165400,0,3341900,32432800,11854100,55586400,4078700,0,0,15083600,0,0,1962200,0,877559,10768400,0,0,0,0,0,0,0,804900,5425400,0,0,0,0,20546000,34350200,116785000,7146000,19402500,4045600,0,5675100,0,16628400,8937600,0,0,0,1962900,71100,6875100,10869906,0,4895700,0,0,0,0,0,0,0,0,5918800,0,0,0,0,0,0,0,0,0,0,706700,0,0,0,0,0,26015400,299100,0,0,0,0,736682,399000,0,0,0,14390300,0,0
2008-03-11,341440600,17636100,41569400,9742900,98740700,14014000,23805200,12280908,78159700,10480600,25491000,66505800,9612200,6169400,31295500,14520900,1993700,58401200,68076000,25600,13635600,14169500,22119800,28354700,14918100,7215600,1171300,9330900,13828500,16556300,37638000,0,6284100,34835400,13477100,66877900,4007600,0,0,9161500,0,0,2183300,0,2110187,10296800,0,0,0,0,0,0,0,879900,6946300,0,0,0,0,31500000,37230200,137366000,7690800,21448500,3674300,0,10110900,0,17288000,19362300,0,0,0,1863400,85900,13369800,14346206,0,5926300,0,0,0,0,0,0,0,0,6975800,0,0,0,0,0,0,0,0,0,0,1464300,0,0,0,0,0,30918600,205300,0,0,0,0,729003,323000,0,0,0,22743100,0,0
2008-03-12,229161100,13290400,37843900,7748800,75993800,11493100,12600400,7515680,53034800,9083200,19031000,56995700,8843200,5042700,25211700,9646200,2285600,44572400,41747400,18200,13132300,9641200,20008900,26273700,11300600,6049100,574900,7407900,12914000,15650400,35342400,0,3882800,26617900,10956900,70645100,3411200,0,0,8166600,0,0,2348700,0,873078,8201100,0,0,0,0,0,0,0,692100,4998100,0,0,0,0,21618000,41597400,120057000,14346200,18583000,4560300,0,7664200,0,20065300,11259100,0,0,0,2405800,66200,8016100,8178995,0,6355100,0,0,0,0,0,0,0,0,9573100,0,0,0,0,0,0,0,0,0,0,943900,0,0,0,0,0,31078700,84800,0,0,0,0,1288109,389000,0,0,0,14416600,0,0
2008-03-13,351504200,15437700,45075100,10707500,84552200,12338500,20892700,10401726,66660600,9548900,23734900,76975400,5875900,7684800,24893500,10556200,1943100,45537900,53560500,16200,15810500,16206400,20243000,29852900,8771000,6734000,1085800,11973500,10638600,20273300,30377600,0,5632700,29347400,10964800,64531100,5812200,0,0,10989300,0,0,3347400,0,1757785,9612000,0,0,0,0,0,0,0,543000,4407900,0,0,0,0,33598000,44043600,137990000,8559700,30513200,4811400,0,8438500,0,25134300,17445600,0,0,0,1771900,207000,13879700,14681657,0,7257300,0,0,0,0,0,0,0,0,9038500,0,0,0,0,0,0,0,0,0,0,578000,0,0,0,0,0,34746100,195200,0,0,0,0,1313901,178000,0,0,0,21850300,0,0
2008-03-14,484687800,13135600,41308600,12420700,105214900,16246300,15435600,8624727,80049300,9734600,25336000,74151500,7040400,6822900,26286100,11421400,1946600,77776000,57591200,23000,20835000,19283500,21473500,27481400,13265700,7798000,1668400,10275000,16176000,16982300,13008400,0,4338300,35741200,15842000,73099500,6527700,0,0,10016100,0,0,2692300,0,998846,11937200,0,0,0,0,0,0,0,372200,4828000,0,0,0,0,32640000,46927800,167642000,8571100,28874300,4720400,0,8501100,0,27480100,11598800,0,0,0,943500,119900,14895200,17565011,0,6801500,0,0,0,0,0,0,0,0,7200500,0,0,0,0,0,0,0,0,0,0,741000,0,0,0,0,0,34063400,68600,0,0,0,0,789725,277000,0,0,0,15666800,0,0
2008-03-17,405311100,15760600,38307100,9709100,84490100,16829300,16274400,14457449,67466600,9280300,19283500,66377000,15095600,5453900,37720500,12626300,2526200,125296300,67553100,28400,21927300,17066600,21915500,22126100,10815100,9426100,1173800,10530900,22693500,15041100,21053600,0,4320400,39028700,15926800,81454800,5179300,0,0,8235800,0,0,4835900,0,433382,9816600,0,0,0,0,0,0,0,707700,4465100,0,0,0,0,36948000,46566200,181546000,8913600,20023800,4569200,0,7613900,0,17664600,13144900,0,0,0,1847200,83700,13879700,26508372,0,5413000,0,0,0,0,0,0,0,0,7944100,0,0,0,0,0,0,0,0,0,0,669200,0,0,0,0,0,28115300,70300,0,0,0,0,955363,309000,0,0,0,17792400,0,0
2008-03-18,334416600,14459900,43040000,9550700,83695300,23204900,16088400,15761016,72379700,9966500,21990800,70995800,12183700,9338400,34746300,13788400,1803800,76994300,68660600,18800,15062200,14680900,21428500,26380000,9182400,7871800,1287900,10415700,22959800,14659700,19636900,0,4575700,33333800,13429600,83685800,4533000,0,0,7793400,0,0,3870900,0,1020465,8012700,0,0,0,0,0,0,0,787300,5785100,0,0,0,0,29592000,47203100,152443000,9404400,26881400,3450200,0,11433900,0,25797100,13300500,0,0,0,2003100,86200,12294900,20957244,0,5704600,0,0,0,0,0,0,0,0,7300400,0,0,0,0,0,0,0,0,0,0,863700,0,0,0,0,0,36591500,109100,0,0,0,0,705114,249000,0,0,0,26369800,0,0
2008-03-19,345971600,12345600,36090600,11041900,61442100,20366700,13728300,13267476,69668600,9314400,19822600,63988600,25122000,10682300,31578500,11737100,1323300,70593300,61962200,20300,6764300,15093900,23266600,25829900,11629300,6252600,859900,8740500,21414200,15376700,14692900,177121500,9419000,35073600,14797100,69448700,6214300,0,0,8383700,0,0,2299300,0,466427,9885400,0,0,0,0,0,0,0,844400,3049200,0,0,0,0,33902000,45845300,137116000,7377400,22011900,5188400,0,9326500,0,19933700,12967800,0,0,0,2436500,144700,12237300,37526417,0,5412400,0,0,0,0,0,0,0,0,6175100,0,0,0,0,0,0,0,0,0,0,645200,0,0,0,0,0,31998100,207400,0,0,0,0,720669,235000,0,0,0,15811900,0,0
2008-03-20,245320700,19806900,32456700,11410700,60170200,20542700,17885700,15712135,67373400,11417900,25882800,70930100,12402200,6868000,33274600,13802300,2292400,72777200,69566900,29700,10353600,16523000,22243000,44533300,15514300,7360200,707200,13075600,23309600,16421300,12731500,49746300,5815000,44962400,18373200,110784500,6742600,0,0,10013500,0,0,4288700,0,1109122,10883200,0,0,0,0,0,0,0,743700,6802100,0,0,0,0,26476000,54784100,180906000,9254000,15836500,10825100,0,7994800,0,15725400,11449800,0,0,0,2448400,77400,11888600,28825258,0,5915700,0,0,0,0,0,0,0,0,9884300,0,0,0,0,0,0,0,0,0,0,1375200,0,0,0,0,0,24923500,366400,0,0,0,0,751714,506000,0,0,0,17389700,0,0
2008-03-24,208977300,13513400,38104300,9395400,48294700,15696300,22853300,13418347,53798700,8398000,18015700,55003000,10783000,3833000,21303400,10536000,1585700,66011200,62674600,22200,9887900,10100000,25245600,22246400,7018800,4580400,570500,7874100,22347800,17490000,7288100,37391600,5520000,22339200,9971900,46996900,4772100,0,0,8802900,0,0,8774900,0,1052295,7172000,0,0,0,0,0,0,0,651600,9428600,0,0,0,0,27302000,35726500,128835000,5374000,22186000,7456900,0,7946800,0,23791500,8411100,0,0,0,2534100,300600,11092800,14325657,0,6447700,0,0,0,0,0,0,0,0,9790700,0,0,0,0,0,0,0,0,0,0,1250600,0,0,0,0,0,23420500,139400,0,0,0,0,798238,460000,0,0,0,15629400,0,0
2008-03-25,192947200,11651500,37585400,6327500,49149000,11781700,18325900,20116871,48236100,8443600,16347100,46113300,8940000,3435000,24527900,8547300,1129500,54485500,52389000,23200,9511900,10581200,18463700,20327500,7649100,4777300,436400,7557800,13496800,13417100,9606500,21773000,4369800,27080200,12123000,45103300,4914100,0,0,11170000,0,0,6035500,0,492281,6510100,0,0,0,0,0,0,0,562200,3157100,0,0,0,0,18372000,44065600,91926000,5211600,18384700,5114900,0,7746900,0,31086900,8856000,0,0,0,2003500,134900,10191600,15843577,0,7618000,0,0,0,0,0,0,0,0,7823200,0,0,0,0,0,0,0,0,0,0,681100,0,0,0,0,0,26424600,106000,0,0,0,0,1436148,393000,0,0,0,10699400,0,0
2008-03-26,196934300,10440900,42217300,6285100,45868100,11560700,25658500,7953045,51872200,9617100,16266700,79022700,11395700,2081400,29294100,9219700,1180300,41122700,51047100,20100,11354700,8431200,14793500,19226400,8273900,3740700,477700,5240900,9010900,20404100,15311800,10777900,1964100,23024000,11674800,44478600,5308000,0,0,7696300,0,0,4863800,0,1118537,5211100,0,0,0,0,0,0,0,360800,4064200,0,0,0,0,14604000,31719900,123231000,7498900,18041300,5163400,0,5651900,0,66969300,12014500,0,0,0,1293200,117400,6958500,12389454,0,5810600,0,0,0,0,0,0,0,0,6460200,0,0,0,0,0,0,0,0,0,0,414900,0,0,0,0,0,28559800,79100,0,0,0,0,1917216,527000,0,0,0,10679300,0,0
2008-03-27,225153200,11652700,35708200,7942400,47894400,20607700,36010700,10518786,71530200,8437200,11456800,56566600,7345900,4187800,16159700,9569900,1577700,32154500,42795300,20200,10772200,11899700,13212700,18981300,8415200,5078000,424500,8198700,9612500,19735500,11709500,9957400,1955900,21760300,9148200,37343700,3566100,0,0,6867400,0,0,3330600,0,753752,4690000,0,0,0,0,0,0,0,390100,2573000,0,0,0,0,14238000,34595400,106653000,7068200,15032700,3835300,0,9238700,0,26308400,12057900,0,0,0,2136300,86600,7634400,7562237,0,5307400,0,0,0,0,0,0,0,0,5643400,0,0,0,0,0,0,0,0,0,0,552900,0,0,0,0,0,21948600,211100,0,0,0,0,1014040,606000,0,0,0,9768000,0,0
2008-03-28,180896100,8743600,25521800,5279100,49244000,14221100,7682400,6882986,59424400,6600900,35744400,46496900,7229300,3667400,17293700,11021000,1040900,29011900,38462100,18100,8755200,7432200,15818700,15048000,6835800,3770100,452100,4778800,11871600,11343300,8048500,6168800,1726000,21672600,7522200,34308600,4829200,0,0,6499400,0,0,4535400,0,636899,4246900,0,0,0,0,0,0,0,517000,25010200,0,0,0,0,12636000,31202900,85043000,4421300,14044700,5333300,0,10196900,0,25689400,13370500,0,0,0,1381400,78900,9477600,8786534,0,3116000,0,0,0,0,0,0,0,0,7410500,0,0,0,0,0,0,0,0,0,0,510900,0,0,0,0,0,36886000,216200,0,0,0,0,596526,803000,0,0,0,8109200,0,0
2008-03-31,166692100,8883900,27430900,5470300,46780600,13689800,7564400,7055110,48072200,9707200,18961800,51471000,8015500,3939200,29331500,11352000,1400300,28920400,37031600,22700,13668500,13745600,15593400,19594400,9270700,6499000,473300,6452300,11838000,81804400,14104200,5539300,1821800,36842400,10192000,41004100,4126800,0,0,9051700,0,0,2413600,0,928400,6550900,0,0,0,0,0,0,0,703200,8623200,0,0,0,0,16316000,52814300,89641000,6068700,14249800,5780700,0,7084300,0,66206100,12471200,0,0,0,2322200,101600,6473900,11165444,0,4127800,0,0,0,0,0,0,0,0,5188600,0,0,0,0,0,0,0,0,0,0,740200,0,0,0,0,0,26630800,158900,0,0,0,0,1574480,418000,0,0,0,8150900,0,0
2008-04-01,254547300,12174000,36877400,9734000,65796200,15643100,21019000,12024506,55507200,11875400,16203300,53248300,9317900,3488200,23519400,15649900,1899600,54562600,52432700,36300,11204700,11590300,20263800,24232600,12936600,6937200,755400,13339900,19159800,41360500,8887700,15102700,3914200,23961500,11069000,50656000,7798100,0,0,10614400,0,0,2179600,0,1676933,7237300,0,0,0,0,0,0,0,549800,4044800,0,0,0,0,22468000,37475500,135291000,9342800,16921800,4511700,0,7013800,0,67238000,10911300,0,0,0,3060100,1952300,12402900,23673552,0,5742800,0,0,0,0,0,0,0,0,9916900,0,0,0,0,0,0,0,0,0,0,818600,0,0,0,0,0,27293600,198900,0,0,0,0,1222308,518000,0,0,0,12964100,0,0
2008-04-02,210910800,11986000,37320300,8592400,49499400,15230200,20032900,13804098,43778700,8007600,30141100,51506700,8682900,2870100,22941600,13072500,2944700,36597900,40527100,30700,9791500,10209400,16090000,21720300,9083500,5123100,516700,8375000,10564600,39625700,9386800,10959100,2194000,23236000,10681700,37222400,5467200,0,0,8473000,0,0,1914700,0,3312092,8882400,0,0,0,0,0,0,0,557600,5677200,0,0,0,0,15016000,31872600,153373000,8160000,15413400,3886900,0,5568100,0,51224000,11549200,0,0,0,1987300,170100,7307900,13544877,0,3978400,0,0,0,0,0,0,0,0,13982200,0,0,0,0,0,0,0,0,0,0,382200,0,0,0,0,0,31674900,123400,0,0,0,0,515748,261000,0,0,0,12411100,0,0
2008-04-03,175884800,13543200,37556000,8149900,38961400,17643100,15121100,13506061,45300800,7052900,39533000,62492700,7608500,3152200,18629300,8981100,1800600,30314400,31047600,18200,7651200,9580000,11648300,23190400,8088100,4699100,525700,6786400,7038400,52019700,11752400,25217000,2503700,20083800,9823600,32391400,5170300,0,0,6134300,0,0,1329200,0,787159,5703200,0,0,0,0,0,0,0,322100,2231300,0,0,0,0,13898000,35939100,76506000,7971500,21049600,3225900,0,8224600,0,70409800,5654700,0,0,0,3142000,279000,8202300,9324713,0,3128500,0,0,0,0,0,0,0,0,8578800,0,0,0,0,0,0,0,0,0,0,424500,0,0,0,0,0,21760300,79000,0,0,0,0,580858,345000,0,0,0,8366300,0,0
2008-04-04,204446800,11782600,30514900,7152800,43860800,20948400,17943100,15228011,41385700,5733200,21184100,48348200,5143300,3804800,21573700,12519000,2402600,29875900,31394100,16400,8079600,10160300,13520500,20728100,7631400,4569600,262200,7419700,9753200,30490600,5706400,9098600,1950800,18607900,9750500,30281700,5645700,0,0,5299500,0,0,1327600,0,1102845,5338600,0,0,0,0,0,0,0,559700,1826900,0,0,0,0,12382000,29779600,73370000,4885200,38388200,3141200,0,9259600,0,22684000,7002400,0,0,0,2589700,294600,9858700,7228127,0,3712800,0,0,0,0,0,0,0,0,7998600,0,0,0,0,0,0,0,0,0,0,604500,0,0,0,0,0,23051300,304600,0,0,0,0,2068781,867000,0,0,0,7614000,0,0
2008-04-07,154245500,11875100,41368800,6672400,44428600,10790100,17137000,11421780,39684800,6181200,25995100,54633000,5811400,3346400,18652600,9732500,1832900,24069200,32126700,14800,8901900,9465400,10883600,18858100,8096600,5689100,382600,6744800,6343100,22907900,7077800,7075400,1972200,19585500,8328300,39465400,9210200,0,0,6340900,0,0,1590100,0,1040069,5512000,0,0,0,0,0,0,0,439600,3778800,0,0,0,0,10978000,25584500,89250000,5320900,18237400,3251400,0,8011900,0,20802200,6007400,0,0,0,1567600,105600,10817900,8197882,0,2927000,0,0,0,0,0,0,0,0,6893800,0,0,0,0,0,0,0,0,0,0,480400,0,0,0,0,0,35856500,363200,0,0,0,0,1195435,493000,0,0,0,9320500,0,0
2008-04-08,148937300,9084900,36224800,4966000,44733500,13165400,15330700,11914617,55225500,7283300,61778900,47070500,4615900,2787300,19920900,13068800,1896400,29187700,39627900,16700,8861100,8748100,11547400,15757000,9971400,5376700,416500,4893900,10845500,18004300,12245600,13481400,2358600,15832200,7393100,37093000,5023300,0,0,5262200,0,0,1836800,0,391958,4270700,0,0,0,0,0,0,0,289400,1723200,0,0,0,0,13412000,38193300,78669000,4019000,15986900,3282300,0,7367900,0,22169400,7452400,0,0,0,2281400,97200,8107400,5773018,0,3068300,0,0,0,0,0,0,0,0,5638600,0,0,0,0,0,0,0,0,0,0,512200,0,0,0,0,0,25539200,166400,0,0,0,0,1488315,295000,0,0,0,12134800,0,0
2008-04-09,195610600,12084100,31192800,6660300,45839300,9194700,12972900,11157701,63451700,6819100,26884100,60616600,4304300,2701900,21310500,10508200,2127100,28476400,31935100,16100,8589900,11440400,13431800,19530800,6497800,4305200,587500,7686800,18293200,11394800,7126600,12081100,2207300,21920900,10708500,12545200,4031100,0,0,7857300,0,0,2090300,0,703008,4864100,0,0,0,0,0,0,0,318700,2276400,0,0,0,0,13918000,37392700,84661000,4582900,16880800,3136600,0,8578700,0,19457200,8194400,0,0,0,2027500,78500,13676400,10577495,0,2997900,0,0,0,0,0,0,0,0,6483500,0,0,0,0,0,0,0,0,0,0,451100,0,0,0,0,0,22288800,105500,0,0,0,0,1126168,436000,0,0,0,9619800,0,0
2008-04-10,192967800,10134600,34134400,6255500,65591600,9600200,23585600,5612215,72043600,9149300,21680200,62580400,8412500,2410100,17999200,12183000,1589400,30230100,37341200,14400,8272100,9656800,19890600,28967600,7421100,6035600,569400,6762800,14219500,16586600,6794700,5593000,1973200,21774600,9119700,14064800,4371300,0,0,6381600,0,0,2465600,0,693372,9934000,0,0,0,0,0,0,0,392800,2038200,0,0,0,0,10262000,36285200,77528000,6994500,27304600,4366500,0,7839500,0,20449400,11577800,0,0,0,1884300,118100,9904700,7758468,0,4891500,0,0,0,0,0,0,0,0,6280500,0,0,0,0,0,0,0,0,0,0,523200,0,0,0,0,0,25661600,532100,0,0,0,0,1379138,207000,0,0,0,21843300,0,0
2008-04-11,222973300,8331000,43217000,6785600,54373700,10367400,16218100,5872240,66927100,9556800,22158500,49719600,7464200,1998500,18309200,15488300,1707000,41959900,35756400,14800,9234800,11862200,12688100,23461100,7783800,4302000,337700,5331500,10346500,14011900,7061600,6605400,1611400,17923000,7441800,366198000,4600200,0,0,7606500,0,0,1444100,0,889235,7792200,0,0,0,0,0,0,0,330100,3600500,0,0,0,0,16904000,30204100,69475000,9044900,27657000,3265900,0,5883100,0,22026600,8488500,0,0,0,1059300,174500,6406500,6545712,0,4058500,0,0,0,0,0,0,0,0,4651600,0,0,0,0,0,0,0,0,0,0,738100,0,0,0,0,0,27222700,172000,0,0,0,0,1471438,145000,0,0,0,12843900,0,0
