date,SPY,GOOGL,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK-B,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO,AMAT,POWI,TDOC,TTD,BILI,IPHI,MELI,PLUG,RPRX,WKHS,DPHC,LOW,ETSY,FTCH
,SP500,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Video,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health,Applied Materials,Power Integrations,Teladoc,Trade Desk,Bilibili,Inphi,MercadoLibre,Plug Power,Royalty Pharma,Workhorse,Diamond Peak,Lowes,Etsy,Farfetch
2010-05-13,234328751,6644900,21418300,5940200,45188800,20104200,21054500,9283331,62099000,10497800,33222600,143656300,4958000,3090600,22942900,15445900,2832100,35320800,135257500,3429100,12337000,11157600,20229800,12458000,9659900,7800500,821400,5734000,10962700,14651100,7148300,7958900,2204900,26791600,10839600,64312600,23121100,0,0,9590600,0,0,2680600,0,1732559,6775500,0,0,0,0,0,0,0,1034200,3822700,81000,4800,0,0,9449400,67786700,509105000,6531000,31300000,5244200,0,9056700,0,32338500,7770500,0,0,0,3097100,413300,12836800,22315901,0,5007700,28838,0,0,0,0,0,0,0,58873900,0,0,0,0,0,0,0,0,0,0,1213600,0,0,0,0,0,22710400,194700,0,0,0,0,1242790,1073000,0,0,0,15105500,0,0
2010-05-14,345536506,8223700,27120100,5277800,63334000,17582300,28096300,12633634,83526200,9920100,59018500,82159400,6832100,6027500,37799000,16945200,1976300,60719400,212906900,5366600,12505100,14651600,22621300,18648300,12934100,9731800,1529800,9111400,11540900,21104600,12201000,42457300,10198300,38815400,13602800,83715700,25878700,0,0,27660200,0,0,3496800,0,1580108,7898700,0,0,0,0,0,0,0,1946400,4390800,122900,5500,0,0,7303700,62673300,872801000,9938400,62326700,4753500,0,10129600,0,41915900,8092800,0,0,0,2434100,698500,21810900,34643090,0,4890500,54103,0,0,0,0,0,0,0,19574000,0,0,0,0,0,0,0,0,0,0,557100,0,0,0,0,0,27246300,440900,0,0,0,0,562729,627000,0,0,0,16935900,0,0
2010-05-17,325702142,5582000,27244100,5642200,46053300,14680800,12911500,8760883,64550400,8923400,27721900,72483200,6235300,4559900,29926000,15136700,1677500,56506200,181966800,3707100,10260800,14659000,33494400,16945400,8696700,6943800,1451100,7467000,8825800,15406700,8658100,22638000,3413800,31923700,14694000,78754500,24880600,0,0,13896300,0,0,2886300,0,1137684,6579600,0,0,0,0,0,0,0,2652300,2973800,129200,1400,0,0,7616500,98820100,945217000,11881200,21401500,4236100,0,11557800,0,39765600,7600000,0,0,0,1591700,380900,19768900,27849317,0,4129100,13632,0,0,0,0,0,0,0,15382100,0,0,0,0,0,0,0,0,0,0,690400,0,0,0,0,0,18442600,582300,0,0,0,0,652226,1077000,0,0,0,40981500,0,0
2010-05-18,360122928,5645300,27952800,5256900,52690600,16993900,15891600,13898883,76636100,9330000,29716300,59688900,6208900,4794900,37965200,17393800,1923200,61735000,216050700,4386500,18480900,15873100,49088700,32227700,10217800,7237500,1385000,6897800,8559000,18287400,8907900,47332800,7082800,34457000,15321500,79492500,28053200,0,0,10606300,0,0,3529900,0,1153505,8487600,0,0,0,0,0,0,0,2768600,3272700,54700,300,0,0,8138100,73455900,889274000,9594300,16852800,4713900,0,8997200,0,48380400,8566000,0,0,0,2031800,753200,17861700,26455986,0,4308800,31562,0,0,0,0,0,0,0,12508000,0,0,0,0,0,0,0,0,0,0,870200,0,0,0,0,0,25296700,475900,0,0,0,0,781219,435000,0,0,0,26834500,0,0
2010-05-19,394353890,6884500,36633100,6463300,61746700,31287900,17018300,9960092,89530600,8669300,29864100,62394300,6098200,7446200,30793800,18536600,2645600,64600500,260711100,4675600,18863200,15928300,27200100,20418700,10559600,7867800,2118800,7814300,10356800,21175700,10096000,32907800,9158400,36722500,10773200,134943000,28453400,0,0,17388400,0,0,3203700,0,1041227,8376500,0,0,0,0,0,0,0,2315900,3948500,151400,3700,0,0,9364300,82052200,920452000,18582700,20663000,5869700,0,7612100,0,29982200,10166400,0,0,0,1939100,459400,23569300,34384210,0,4350200,55061,0,0,0,0,0,0,0,13591500,0,0,0,0,0,0,0,0,0,0,638700,0,0,0,0,0,36120400,447500,0,0,0,0,769722,346000,0,0,0,19058900,0,0
2010-05-20,529155816,9816700,45818400,8594400,87991100,34368800,21177100,9465890,106551000,13176500,37502700,97381300,8094200,12172600,41239300,26615500,4363900,76564100,301263900,7728800,24098700,23365800,29536800,27256000,14645200,11587400,2301400,13571000,12599200,24695800,10194300,25403200,5115600,57194500,17879100,154436300,27394100,0,0,24718500,0,0,4606500,0,1138250,13041500,0,0,0,0,0,0,0,3101400,6413100,132900,7500,0,0,10850000,112458800,1164290000,22798500,28228400,6264100,0,13205600,0,38295700,10634700,0,0,0,3446200,801300,31029900,28877369,0,6755600,18807,0,0,0,0,0,0,0,15770500,0,0,0,0,0,0,0,0,0,0,660200,0,0,0,0,0,46660600,609900,0,0,0,0,1319834,417000,0,0,0,25295300,0,0
2010-05-21,500625583,19362200,43710400,7966900,117596300,28978900,15401200,8522714,111769100,12639500,39732500,88178000,7758200,10653700,54268200,20122900,10899200,89588800,266468500,10920900,21813000,23162500,36007500,24548600,17116700,14586400,1993400,12614800,12866600,25497800,11502800,19900300,4342600,52802900,15919100,146375300,25092000,0,0,19345700,0,0,3954200,0,1623778,12568700,0,0,0,0,0,0,0,3479500,4911400,110700,2900,0,0,10097900,102435700,1335158000,15889900,26740000,4266000,0,14162500,0,38500300,11596600,0,0,0,3539100,997400,23970300,20082971,0,5966100,42122,0,0,0,0,0,0,0,20711800,0,0,0,0,0,0,0,0,0,0,896400,0,0,0,0,0,41207700,422000,0,0,0,0,903717,566000,0,0,0,22426500,0,0
2010-05-24,269079858,8682500,26937100,4535900,73711700,20470000,11426900,9762088,56436100,6868600,24504000,48173300,6543800,5360500,30011000,14040200,2319000,49141600,170656700,5304400,13993300,12718900,24263400,13557800,8416300,6334000,1236300,6733300,8539800,13292000,7996700,10287000,1785800,27847800,10540700,74129700,14416400,0,0,12515200,0,0,2770300,0,614058,6128900,0,0,0,0,0,0,0,750300,3736100,25600,900,0,0,7661300,54077800,843004000,11176700,16614100,5671100,0,7606900,0,28877200,6131100,0,0,0,2852200,836400,19137900,14295493,0,3376800,10287,0,0,0,0,0,0,0,10656700,0,0,0,0,0,0,0,0,0,0,673800,0,0,0,0,0,20421700,216400,0,0,0,0,617205,330000,0,0,0,14303800,0,0
2010-05-25,395832912,6028700,37428800,6913400,98373600,24836900,24248400,16372565,96151400,9494800,30410500,64859000,6368800,4678600,52236300,26555900,2846400,66813700,263919800,8409000,21179000,18250900,30507700,24062400,14346900,9156900,1586900,9257900,11876900,20686800,8547300,11362000,2247200,50533800,22304600,122232900,24330800,0,0,14044800,0,0,3382500,0,2020523,10417300,0,0,0,0,0,0,0,2082300,5003400,61100,4700,0,0,9238900,102961200,1020764000,13793600,24166300,5291000,0,9866700,0,33075400,8474100,0,0,0,3759400,1072100,23967400,21218157,0,6120300,29074,0,0,0,0,0,0,0,15889000,0,0,0,0,0,0,0,0,0,0,627600,0,0,0,0,0,25949500,369400,0,0,0,0,565510,720000,0,0,0,18928700,0,0
2010-05-26,348931025,6944200,30380500,6964600,176684100,17921500,19653400,9590117,85666800,9083200,37479100,72466100,8820600,3938800,37666100,25296300,3171200,50719600,225933000,5414900,18914100,17432200,25393100,19078100,16303900,15152900,1588000,11525200,12102400,26258400,9613100,11101500,2177200,34028900,16888700,83279500,22775000,0,0,21899300,0,0,5719000,0,1441494,10529900,0,0,0,0,0,0,0,2296000,6152600,54700,300,0,0,8827300,92242100,1247672000,11566900,24875700,4181800,0,9098800,0,36250000,9305500,0,0,0,5713700,700200,20304200,13138576,0,6146600,39885,0,0,0,0,0,0,0,12458900,0,0,0,0,0,0,0,0,0,0,838700,0,0,0,0,0,24184000,303700,0,0,0,0,852323,3597000,0,0,0,20492300,0,0
2010-05-27,300394583,5612500,23795800,4747700,136433600,13985600,13802100,7846024,83236800,7725900,24221900,59790400,7496400,3488900,27557500,16214500,2509500,44843000,163490700,6530400,29926600,14963400,16379300,13980400,11331800,9428400,3715900,9728000,10051800,30581200,6502100,9773700,1964400,31911500,15252900,70118300,18609200,0,0,16465300,0,0,7605400,0,892502,12945700,0,0,0,0,0,0,0,1696900,3866600,45200,300,0,0,8021400,66970500,754608000,9555100,17839000,3685900,0,8288900,0,37377100,5639800,0,0,0,2936300,870700,20292700,10412960,0,8764500,10102,0,0,0,0,0,0,0,14046900,0,0,0,0,0,0,0,0,0,0,2260000,0,0,0,0,0,21642600,269200,0,0,0,0,604270,2073000,0,0,0,13537400,0,0
2010-05-28,297534031,5783800,29129100,3954800,67496900,14836100,13449800,8419201,72712600,7421900,28073700,56435900,8778900,4341100,30332100,15832700,2353900,41252400,160778500,7820800,26815900,13952100,17549000,14019500,11788500,7546700,1700000,7164800,8261800,24992800,11697300,6645300,2547100,32078700,14445500,70383300,14062100,0,0,13255700,0,0,3706900,0,1038962,6205500,0,0,0,0,0,0,0,3006400,4459100,29100,4600,0,0,6277400,61379200,632866000,7704900,13627900,3889200,0,6766700,0,42979200,5089600,0,0,0,2837400,511900,15463200,11578891,0,3501100,150712,0,0,0,0,0,0,0,10411000,0,0,0,0,0,0,0,0,0,0,1024200,0,0,0,0,0,17231300,422400,0,0,0,0,583511,778000,0,0,0,11274000,0,0
2010-06-01,277410545,5328200,31302600,3659500,76152400,11842800,21414800,7805121,57164500,7135400,31201200,56341200,9744400,4269600,29740900,15438800,2100600,37848600,126185400,5382500,19508400,15341700,17273700,16053600,12137400,7180000,1904600,5367700,9767200,20759600,8178500,6270500,2263300,32972000,13966400,73128000,14489300,0,0,9471200,0,0,2628100,0,987100,6769100,0,0,0,0,0,0,0,2152900,3984200,40700,0,0,0,6572300,56881600,566346000,8340800,13187300,3671000,0,6091900,0,41912600,4590900,0,0,0,2268600,595400,15112900,12176717,0,3200400,26701,0,0,0,0,0,0,0,11877200,0,0,0,0,0,0,0,0,0,0,1139900,0,0,0,0,0,20702700,408100,0,0,0,0,767958,666000,0,0,0,10536700,0,0
2010-06-02,240010348,5076500,24591000,4764700,65718800,12393700,13858300,6511017,61537200,7705300,24157900,45748300,7213700,2958100,25626800,18309300,1865400,39618500,127114500,4913800,15581800,12985200,14262300,13665800,9371100,10023900,1292900,5750400,9957500,16194200,7967800,9402200,2043100,28668400,15674100,62848900,12379600,0,0,13083800,0,0,3675100,0,804992,5890700,0,0,0,0,0,0,0,1735900,3915400,32600,1800,0,0,5437900,49540200,561663000,9453500,16227200,3165200,0,7131100,0,42953400,6187400,0,0,0,2435900,2665400,16033600,10339044,0,3898900,72259,0,0,0,0,0,0,0,9430700,0,0,0,0,0,0,0,0,0,0,2164400,0,0,0,0,0,19568400,408200,0,0,0,0,407633,431000,0,0,0,16284300,0,0
2010-06-03,226453184,7294000,23218100,5276900,67837000,23873100,26076500,7503161,54614400,6645300,22533800,49009800,8847400,3791900,23550400,17752500,6637200,30950400,124229100,4122900,14254200,10739800,15651600,10509100,11782200,6448400,2027100,4402500,9229100,13110100,8064800,9781400,1964300,32383700,14278800,51837000,14404300,0,0,11202000,0,0,2837300,0,2085297,6635400,0,0,0,0,0,0,0,2886300,7929500,24900,14500,0,0,4324400,34247400,714056000,8982700,14659000,2839200,0,10480100,0,43996900,5819900,0,0,0,5473100,1188600,10995700,13855163,0,7219000,17674,0,0,0,0,0,0,0,14220800,0,0,0,0,0,0,0,0,0,0,895900,0,0,0,0,0,19915500,202200,0,0,0,0,887965,751000,0,0,0,12868800,0,0
2010-06-04,395563854,7832700,27082300,5497700,89832200,56354700,22816300,6909924,67919400,9669200,37657500,60603900,8507500,5716200,36869800,21813100,6453400,52868900,148415800,7387000,21785400,17909700,20061800,24041900,11971400,10309800,3059900,7558000,11408900,18204500,16676300,10534600,3316700,45019200,18133300,114420100,25928700,0,0,16951000,0,0,3306800,0,2074843,8579100,0,0,0,0,0,0,0,2644100,6356500,74800,5000,0,0,3907900,77938300,1067564000,10279600,16786400,3850900,0,18108200,0,33060000,6302600,0,0,0,4567500,2046300,26058700,16532333,0,5499000,11870,0,0,0,0,0,0,0,9111200,0,0,0,0,0,0,0,0,0,0,1081700,0,0,0,0,0,20768200,273000,0,0,0,0,813175,462000,0,0,0,16140300,0,0
2010-06-07,264299273,7258100,31676500,6566400,80456200,26835800,11634200,14815982,65435200,6951400,27240400,50257700,8385500,6599600,37372700,14577700,2699600,44528300,158959100,5457600,13843300,13182300,20853000,19500600,10088900,7694100,2414000,9808400,9832100,14131000,16847400,7653800,2681900,28389500,12324200,73216100,15421700,0,0,13224800,0,0,2865100,0,1481065,8108100,0,0,0,0,0,0,0,2105400,2933500,22200,2600,0,0,3743700,68785800,862038000,8904600,14431200,2764100,0,12381800,0,35437500,5748200,0,0,0,3199600,472900,21973000,20231596,0,3414800,54843,0,0,0,0,0,0,0,10300400,0,0,0,0,0,0,0,0,0,0,627200,0,0,0,0,0,19003400,261700,0,0,0,0,790804,268000,0,0,0,16814800,0,0
2010-06-08,357532564,5364800,35741800,11484400,87355000,28858800,14852800,15520231,91377800,8399200,36007300,71516900,7767400,7458600,41472800,15662500,3621400,51017900,167648900,6710600,14941500,15336800,16153400,20315500,11214900,7538300,2690200,13565800,9935600,15480900,18435500,7625700,3361200,48460700,16572400,89376600,18040800,0,0,25296700,0,0,4800500,0,1348777,11574300,0,0,0,0,0,0,0,1823800,6394400,101600,6900,0,0,4704900,63236700,830227000,11604900,24190900,3065800,0,12405100,0,33551900,6825600,0,0,0,3542200,538700,26149600,23400996,0,3726500,20445,0,0,0,0,0,0,0,10859800,0,0,0,0,0,0,0,0,0,0,720100,0,0,0,0,0,18183000,261500,0,0,0,0,560248,739000,0,0,0,16035200,0,0
2010-06-09,267756304,5452500,30522500,7369200,87794000,22274100,16636100,11275199,58981200,7795500,24756300,47727700,5808400,5901500,33181300,13707600,2425300,42586000,150844900,5909800,13173000,14211600,15788600,16530900,8822900,7056300,1456900,8921800,11860600,12847100,10126400,8896700,2685700,31693200,14074500,66853600,17225800,0,0,16174200,0,0,5947600,0,1384836,10148400,0,0,0,0,0,0,0,4640000,3984300,84000,200,0,0,5794200,86583300,1148565000,9749300,17428800,3228500,0,8407600,0,28670500,6082200,0,0,0,2808400,446300,22432100,12866478,0,4926900,29369,0,0,0,0,0,0,0,14883600,0,0,0,0,0,0,0,0,0,0,2121300,0,0,0,0,0,19252100,235000,0,0,0,0,751970,531000,0,0,0,11686700,0,0
2010-06-10,317694394,5150600,27727000,6061800,78930900,17058700,14853400,9250232,57168300,7479700,27986700,98936100,5666800,3901400,33073200,13720200,2435000,44302600,124056500,6174000,16995200,14756000,15343000,15850500,9395000,6567800,1483300,6743600,9438200,18714600,11766600,9095000,4576400,33020100,13937400,78615900,11524900,0,0,13218600,0,0,2984600,0,3836443,8320200,0,0,0,0,0,0,0,1465900,3122400,36900,2200,0,0,3564100,60177000,709891000,9704700,15294200,2957800,0,9346200,0,24131800,4915300,0,0,0,2167700,845800,25055600,13675071,0,3270300,16030,0,0,0,0,0,0,0,15011000,0,0,0,0,0,0,0,0,0,0,867600,0,0,0,0,0,21926600,375900,0,0,0,0,1217566,231000,0,0,0,12304600,0,0
2010-06-11,214061156,3559800,19491400,4204600,68057700,18056800,11804600,8662360,49491800,5820200,21054300,56318300,7233200,2187100,23740200,8799700,3546400,31147600,115114300,4812900,14713000,19772400,13693000,14027400,7473000,5466100,1078400,5367100,8637900,18120100,9072700,7544300,1956900,21227100,8346000,70851700,12892200,0,0,11662400,0,0,2315900,0,1591043,6504600,0,0,0,0,0,0,0,1617300,1820900,25200,400,0,0,2531800,75621200,438593000,7341400,11052600,2202100,0,7527600,0,23505500,3457800,0,0,0,1737300,621300,14358300,7829320,0,3093000,27117,0,0,0,0,0,0,0,8567800,0,0,0,0,0,0,0,0,0,0,549300,0,0,0,0,0,16438600,312300,0,0,0,0,1364922,276000,0,0,0,10495800,0,0
2010-06-14,206968051,4076700,21534300,3923000,50972400,13381600,11076100,8823704,68877500,6753000,21793500,57270100,5240100,3172200,24880400,9336800,3751900,48662200,120504600,5646100,10524000,10972800,20280100,13900100,6828200,4941800,1225800,4525300,8740100,13656300,8390100,9364200,1216600,24667800,11948000,75734400,12788800,0,0,9273600,0,0,2039500,0,1338312,6876500,0,0,0,0,0,0,0,1747400,3332700,114100,37300,0,0,11267500,51260700,382287000,9783000,9377000,2186600,0,6426100,0,26395800,3905700,0,0,0,2156400,539600,16673400,10988560,0,2510800,18998,0,0,0,0,0,0,0,8254300,0,0,0,0,0,0,0,0,0,0,594800,0,0,0,0,0,17292100,267300,0,0,0,0,1018826,292000,0,0,0,10096900,0,0
2010-06-15,237669665,8510600,20895500,4541000,81641500,19528600,15912000,12841259,62082000,6652500,35702500,77834700,5930200,5789900,20988600,11552200,3272600,45355600,129815000,7254300,11103200,11944100,19748300,14310800,8184300,6249100,1292300,6419900,8673900,21903300,9569200,7806600,1828000,24532600,11760200,79088400,10631600,0,0,10971200,0,0,1630300,0,1738733,6224700,0,0,0,0,0,0,0,1886900,2991900,41900,17900,0,0,5867800,50476200,422475000,11870300,13215800,2174400,0,11989200,0,52149700,4388200,0,0,0,3075400,808100,21950200,15070733,0,5099900,30967,0,0,0,0,0,0,0,8277700,0,0,0,0,0,0,0,0,0,0,529400,0,0,0,0,0,25381300,491200,0,0,0,0,1124461,235000,0,0,0,9964600,0,0
2010-06-16,216095034,4574000,27988500,3964300,48698000,16992300,10921300,9646404,43764600,6401000,33576700,73638000,4614500,3370000,19946600,9416200,2549300,37217100,110926700,4848700,8636300,14628800,16321600,15900700,8392400,5960000,1443000,4548500,9484800,17335300,10152000,7035500,1574500,20652700,10424400,86647800,9220500,0,0,10787800,0,0,1900600,0,2477273,7201100,0,0,0,0,0,0,0,1571900,2077600,42500,4000,0,0,4923500,37923700,407834000,10561900,9162000,3175100,0,7478500,0,39003100,4297800,0,0,0,1560100,662000,12538600,10498592,0,2876900,31768,0,0,0,0,0,0,0,9775100,0,0,0,0,0,0,0,0,0,0,426500,0,0,0,0,0,18674500,653400,0,0,0,0,789786,614000,0,0,0,18229500,0,0
2010-06-17,263055167,3950600,31173400,3479000,47995500,9800000,8265000,5432490,37270900,5571000,21712000,52811800,7250700,3274800,23737000,10951100,3525800,34755100,127136400,9075300,11723100,12060100,23934100,12667300,10370100,5179300,1039700,7014900,7177900,17888700,9370800,7283300,2233700,23310200,11113500,57041100,12822900,0,0,9516300,0,0,2794300,0,2243023,6120900,0,0,0,0,0,0,0,1497100,1677000,51900,48200,0,0,3337800,49718300,587343000,10574600,21476700,2950600,0,6368000,0,28516400,5093000,0,0,0,1837500,785200,15515800,19790690,0,2829000,383422,0,0,0,0,0,0,0,11769400,0,0,0,0,0,0,0,0,0,0,739800,0,0,0,0,0,15360000,248700,0,0,0,0,880140,611000,0,0,0,22320700,0,0
2010-06-18,173821764,5740000,28022200,3836000,52075600,13885600,8883200,3876832,64872600,9581400,16524200,52422500,9514000,4351600,40557800,14672300,2513900,37270800,105721700,13211800,16838200,17518700,19785600,25425800,14202900,8947600,750400,8817900,9419000,19639800,10243000,7433200,1386300,32747000,13680200,59328800,11058200,0,0,13595300,0,0,2621200,0,1518027,9485600,0,0,0,0,0,0,0,687100,913200,93100,2000,0,0,3374700,69824800,688399000,11005600,23320800,2799100,0,7086100,0,24574300,8810100,0,0,0,1257800,902100,10951600,19429697,0,3657100,19630,0,0,0,0,0,0,0,12006300,0,0,0,0,0,0,0,0,0,0,1299100,0,0,0,0,0,15309000,302000,0,0,0,0,986218,1274000,0,0,0,30122400,0,0
2010-06-21,212852834,5961000,27731800,5327700,54625300,13864500,15083600,4732909,48844300,6857800,25872100,54836700,5762500,3293200,16788000,11382500,2762100,33665100,109114600,8377700,12143600,9688200,16599700,14655200,9173200,5158800,1133000,5203100,6619300,15570600,7110500,28965700,5373700,24877600,9347000,71221500,16931500,0,0,7840100,0,0,2844600,0,1708497,6005300,0,0,0,0,0,0,0,2314600,7007900,212200,9900,0,0,7380100,45715800,571555000,11652400,14495900,2798000,0,5990800,0,26685500,8359000,0,0,0,2126500,624500,12016600,20001871,0,2795600,22397,0,0,0,0,0,0,0,20528300,0,0,0,0,0,0,0,0,0,0,380000,0,0,0,0,0,14415400,369400,0,0,0,0,1036395,1261000,0,0,0,13461300,0,0
2010-06-22,239055412,4434900,25616500,6207200,55985400,10205200,11366800,6239330,58831100,6030200,23876600,42148200,9593600,2637600,25787100,9731000,3332400,42245700,108235700,9059300,13823800,13228700,22902300,13658200,10402500,5978900,670000,5487700,10266600,16399900,6578200,11717700,2219700,26147000,10576400,64982700,11462400,0,0,10333200,0,0,2443200,0,2239523,6506200,0,0,0,0,0,0,0,2375800,12461400,75900,10400,0,0,3919300,43843900,487724000,8659600,20454100,2597000,0,4992700,0,26920700,9440200,0,0,0,2200900,496900,20543300,12937595,0,2716300,15507,0,0,0,0,0,0,0,12274500,0,0,0,0,0,0,0,0,0,0,322500,0,0,0,0,0,16289100,386400,0,0,0,0,1505361,3000000,0,0,0,20283600,0,0
2010-06-23,254527875,4054100,27444900,5455100,61466200,11590900,9204200,13568086,61352400,6855800,23040500,54086100,35847400,7103700,25835100,9474000,2834600,45046000,132920800,7180800,12659500,13424400,24796400,15945900,10359000,6509700,718700,5443200,7896000,13000600,8358400,6983400,1379500,38058900,14876400,97574100,13332300,0,0,7445200,0,0,3369100,0,1812361,5747600,0,0,0,0,0,0,0,1948500,5396400,24300,9300,0,0,3274400,48320800,462659000,9037100,15351500,2914700,0,5441300,0,28385000,5855000,0,0,0,1889700,583500,17497500,14119994,0,2541200,13788,0,0,0,0,0,0,0,9863600,0,0,0,0,0,0,0,0,0,0,358400,0,0,0,0,0,17537000,703200,0,0,0,0,1218014,1191000,0,0,0,13977400,0,0
2010-06-24,268265029,3783400,25509900,7771100,85243400,16023600,16327900,12360395,62003900,5565500,31282200,58002300,20287000,8276400,27449600,10273200,2870100,73843400,167776300,10153600,18216100,12932700,28837400,14819200,8700700,6185400,744600,5942800,6479700,16429000,8952600,6569400,1228300,34188500,14188300,96299000,14014900,0,0,9226700,0,0,3174600,0,2038793,7698200,0,0,0,0,0,0,0,1988700,2997200,33900,117200,0,0,3065400,86066100,566347000,8658200,18125700,9026000,0,5532600,0,33938300,9736000,0,0,0,1832500,451400,20028200,13122710,0,3772600,32893,0,0,0,0,0,0,0,10590200,0,0,0,0,0,0,0,0,0,0,719300,0,0,0,0,0,19277700,367200,0,0,0,0,798568,589000,0,0,0,15902100,0,0
2010-06-25,237712217,4485900,19640800,5769700,156256700,16634900,7108000,7412944,94683200,10420400,22859400,76899200,15030600,7650700,51771200,11155500,2074300,70734200,175269500,109267000,13560100,44195600,43592400,45333200,28984800,22934200,809100,8041700,8934800,33873000,14216100,6032600,1849800,118023500,20472800,134229600,12952400,0,0,13226500,0,0,3177700,0,7664798,9654600,0,0,0,0,0,0,0,3513400,2937700,67300,1500,0,0,4553200,58634000,703576000,12068800,12680500,4522500,0,5213400,0,30363300,8414200,0,0,0,2833000,449400,20899200,9986564,0,4488900,7971,0,0,0,0,0,0,0,8867700,0,0,0,0,0,0,0,0,0,0,7388500,0,0,0,0,0,48303900,450200,0,0,0,0,4723708,547000,0,0,0,21273000,0,0
2010-06-28,168908508,3521000,20891000,5612200,73784800,17898900,7603500,5189205,54468400,6335100,21544000,43365000,14508100,4611400,21838100,7802000,1598300,39962900,110641800,17628400,3826200,14115500,15451400,14697200,11762700,8532400,565600,4427700,7139100,13744600,9883000,5130900,1242500,43013000,10873900,60445900,10766400,0,0,6490200,0,0,2139200,0,1905638,6111800,0,0,0,0,0,0,0,3089300,4405100,48600,5700,0,0,2388700,44615500,541266000,6836700,9300200,3180100,0,5496400,0,57085700,6147700,0,0,0,1622100,1230200,10955200,19647916,0,3043600,4550,0,0,0,0,0,0,0,7552300,0,0,0,0,0,0,0,0,0,0,797100,0,0,0,0,0,16084100,181500,0,0,0,0,829574,273000,0,0,0,8009500,0,0
2010-06-29,373318268,6997100,40476600,12866300,119882100,31410300,15553400,14753450,79050800,9376200,43861400,68951400,22062500,6242700,52848900,15868300,3799800,56694200,201991800,19427200,20236500,17814300,22817400,20350800,11751300,9054500,1406300,8715200,18946700,22864700,14389900,9962900,1798400,52525000,16421100,114904900,16318800,18766300,0,9085400,0,0,3344400,0,2628037,7297400,0,0,0,0,0,0,0,2202700,4462000,92500,2800,0,0,3917700,64883100,797453000,13057100,16520200,5830200,0,9029700,0,88352200,10199500,0,0,0,2344300,1188300,26764200,17317746,0,4298400,7438,0,0,0,0,0,0,0,24171900,0,0,0,0,0,0,0,0,0,0,676500,0,0,0,0,0,29442500,291400,0,0,0,0,977602,242000,0,0,0,16668000,0,0
2010-06-30,283318911,7199100,26409000,9740700,81050500,20660400,15959300,11623774,64294700,8018000,26406200,57128000,17468400,5140000,37193800,17186400,3875400,35332500,138978000,10967500,15802100,17273600,20940900,18388800,10966900,8760700,891600,7204900,16965000,21201100,11078500,6179100,2703700,43944900,12871000,81568200,11562000,17187100,0,9972900,0,0,3490500,0,1938243,7090000,0,0,0,0,0,0,0,1982600,2144900,56400,300,0,0,4299400,50683400,532053000,9630300,15576800,4637800,0,7974000,0,38844700,9576100,0,0,0,3305400,1286700,16863600,11980059,0,4609600,27393,0,0,0,0,0,0,0,15191200,0,0,0,0,0,0,0,0,0,0,580500,0,0,0,0,0,25783300,269900,0,0,0,0,1580594,538000,0,0,0,11343100,0,0
