date,BILI,IPHI,MELI,PLUG,RPRX,WKHS,DPHC,LOW,ETSY,FTCH
,Bilibili,Inphi,MercadoLibre,Plug Power,Royalty Pharma,Workhorse,Diamond Peak,Lowes,Etsy,Farfetch
2007-11-15,0.0,0.0,45.0028448769,37.1,0.0,0.0,0.0,19.9039829285,0.0,0.0
2007-11-16,0.0,0.0,45.0706786224,36.7,0.0,0.0,0.0,19.8722001215,0.0,0.0
2007-11-19,0.0,0.0,43.3070012392,36.1,0.0,0.0,0.0,18.3704624873,0.0,0.0
2007-11-20,0.0,0.0,42.2701139864,34.3,0.0,0.0,0.0,17.8857746795,0.0,0.0
2007-11-21,0.0,0.0,39.9250044989,35.3,0.0,0.0,0.0,17.5679466088,0.0,0.0
2007-11-23,0.0,0.0,41.0491065673,35.4,0.0,0.0,0.0,17.6950778371,0.0,0.0
2007-11-26,0.0,0.0,39.8959328937,37.7,0.0,0.0,0.0,17.353412661,0.0,0.0
2007-11-27,0.0,0.0,39.8474802183,35.9,0.0,0.0,0.0,17.5520552052,0.0,0.0
2007-11-28,0.0,0.0,42.2604234514,37.2,0.0,0.0,0.0,18.6485620492,0.0,0.0
2007-11-29,0.0,0.0,41.6693008119,37.8,0.0,0.0,0.0,18.7836389793,0.0,0.0
2007-11-30,0.0,0.0,41.0975592426,36.2,0.0,0.0,0.0,19.3954580154,0.0,0.0
2007-12-03,0.0,0.0,43.3263823093,35.5,0.0,0.0,0.0,19.1729783659,0.0,0.0
2007-12-04,0.0,0.0,42.0181600745,36.6,0.0,0.0,0.0,19.2921638924,0.0,0.0
2007-12-05,0.0,0.0,42.8709271609,35.0,0.0,0.0,0.0,19.4987521384,0.0,0.0
2007-12-06,0.0,0.0,42.6674259244,37.7,0.0,0.0,0.0,19.8563087179,0.0,0.0
2007-12-07,0.0,0.0,42.4154720125,38.4,0.0,0.0,0.0,19.9278200338,0.0,0.0
2007-12-10,0.0,0.0,48.4236037575,40.2,0.0,0.0,0.0,19.8960372268,0.0,0.0
2007-12-11,0.0,0.0,46.0203510595,42.9,0.0,0.0,0.0,18.7518561722,0.0,0.0
2007-12-12,0.0,0.0,49.2279181685,42.0,0.0,0.0,0.0,18.6167792421,0.0,0.0
2007-12-13,0.0,0.0,51.970339594,43.8,0.0,0.0,0.0,18.3386796803,0.0,0.0
2007-12-14,0.0,0.0,59.6452433715,43.9,0.0,0.0,0.0,18.0526344166,0.0,0.0
2007-12-17,0.0,0.0,58.4726886277,36.7,0.0,0.0,0.0,18.0685258202,0.0,0.0
2007-12-18,0.0,0.0,57.8331133129,40.4,0.0,0.0,0.0,18.2910054697,0.0,0.0
2007-12-19,0.0,0.0,58.0463050845,38.2,0.0,0.0,0.0,18.1400371361,0.0,0.0
2007-12-20,0.0,0.0,58.5986655837,39.5,0.0,0.0,0.0,18.1638742414,0.0,0.0
2007-12-21,0.0,0.0,58.2013536457,37.6,0.0,0.0,0.0,18.553213628,0.0,0.0
2007-12-24,0.0,0.0,58.5308318381,39.5,0.0,0.0,0.0,18.6485620492,0.0,0.0
2007-12-26,0.0,0.0,70.5955480035,41.9,0.0,0.0,0.0,18.4260823997,0.0,0.0
2007-12-27,0.0,0.0,72.9697290962,40.7,0.0,0.0,0.0,18.4022452944,0.0,0.0
2007-12-28,0.0,0.0,76.3711069067,37.8,0.0,0.0,0.0,18.004960206,0.0,0.0
2007-12-31,0.0,0.0,71.5936731159,39.5,0.0,0.0,0.0,17.9731773989,0.0,0.0
2008-01-02,0.0,0.0,67.9306508585,40.4,0.0,0.0,0.0,17.6235665212,0.0,0.0
2008-01-03,0.0,0.0,67.2910755437,41.7,0.0,0.0,0.0,17.2898470469,0.0,0.0
2008-01-04,0.0,0.0,62.1066392799,39.4,0.0,0.0,0.0,16.7495393267,0.0,0.0
2008-01-07,0.0,0.0,59.4708137402,37.3,0.0,0.0,0.0,16.773376432,0.0,0.0
2008-01-08,0.0,0.0,59.2091692932,36.0,0.0,0.0,0.0,16.3045800277,0.0,0.0
2008-01-09,0.0,0.0,58.8021668202,33.2,0.0,0.0,0.0,16.4158198524,0.0,0.0
2008-01-10,0.0,0.0,62.0775676747,34.6,0.0,0.0,0.0,16.5111682737,0.0,0.0
2008-01-11,0.0,0.0,60.6627495541,32.3,0.0,0.0,0.0,16.1377202906,0.0,0.0
2008-01-14,0.0,0.0,62.7074524544,33.4,0.0,0.0,0.0,16.5588424843,0.0,0.0
2008-01-15,0.0,0.0,58.1238293651,31.4,0.0,0.0,0.0,16.5032225719,0.0,0.0
2008-01-16,0.0,0.0,52.5517716984,31.9,0.0,0.0,0.0,17.2421728363,0.0,0.0
2008-01-17,0.0,0.0,44.0047197644,28.9,0.0,0.0,0.0,17.3777495885,0.0,0.0
2008-01-18,0.0,0.0,45.5939675163,27.3,0.0,0.0,0.0,17.6967537113,0.0,0.0
2008-01-22,0.0,0.0,46.2335428311,27.0,0.0,0.0,0.0,19.5709029326,0.0,0.0
2008-01-23,0.0,0.0,48.4720564329,25.2,0.0,0.0,0.0,20.767168393,0.0,0.0
2008-01-24,0.0,0.0,54.8871906509,26.0,0.0,0.0,0.0,20.2647368996,0.0,0.0
2008-01-25,0.0,0.0,52.3870326022,27.6,0.0,0.0,0.0,19.7064796848,0.0,0.0
2008-01-28,0.0,0.0,41.281679409,27.0,0.0,0.0,0.0,20.2567617966,0.0,0.0
2008-01-29,0.0,0.0,40.4095312525,27.4,0.0,0.0,0.0,20.5677908163,0.0,0.0
2008-01-30,0.0,0.0,34.9925221469,27.199,0.0,0.0,0.0,20.2089111782,0.0,0.0
2008-01-31,0.0,0.0,35.8840513736,27.4,0.0,0.0,0.0,21.0781974127,0.0,0.0
2008-02-01,0.0,0.0,36.3201254519,29.685,0.0,0.0,0.0,20.3763883426,0.0,0.0
2008-02-04,0.0,0.0,35.3607624797,29.7,0.0,0.0,0.0,19.7623054063,0.0,0.0
2008-02-05,0.0,0.0,35.137880173,29.9,0.0,0.0,0.0,19.2120232945,0.0,0.0
2008-02-06,0.0,0.0,32.8993665713,29.9,0.0,0.0,0.0,18.8770689655,0.0,0.0
2008-02-07,0.0,0.0,30.7480677852,29.9,0.0,0.0,0.0,19.1242971607,0.0,0.0
2008-02-08,0.0,0.0,30.7383772501,32.1,0.0,0.0,0.0,18.8292183471,0.0,0.0
2008-02-11,0.0,0.0,35.0312842872,30.8,0.0,0.0,0.0,19.3555751497,0.0,0.0
2008-02-12,0.0,0.0,33.5389418861,30.3,0.0,0.0,0.0,19.2917743252,0.0,0.0
2008-02-13,0.0,0.0,35.6127163916,32.2,0.0,0.0,0.0,19.275824119,0.0,0.0
2008-02-14,0.0,0.0,34.2948036217,29.6,0.0,0.0,0.0,18.7813677287,0.0,0.0
2008-02-15,0.0,0.0,34.6824250246,29.0,0.0,0.0,0.0,18.6059154612,0.0,0.0
2008-02-19,0.0,0.0,33.5583229562,28.0,0.0,0.0,0.0,18.4543885029,0.0,0.0
2008-02-20,0.0,0.0,33.5098702808,30.8,0.0,0.0,0.0,18.589965255,0.0,0.0
2008-02-21,0.0,0.0,32.1241237655,29.0,0.0,0.0,0.0,18.5261644305,0.0,0.0
2008-02-22,0.0,0.0,32.3663871423,28.8,0.0,0.0,0.0,18.813268141,0.0,0.0
2008-02-25,0.0,0.0,32.7830801504,30.7,0.0,0.0,0.0,19.5390025203,0.0,0.0
2008-02-26,0.0,0.0,32.3470060721,29.9,0.0,0.0,0.0,19.9297825707,0.0,0.0
2008-02-27,0.0,0.0,35.4964299707,29.6,0.0,0.0,0.0,20.3285377242,0.0,0.0
2008-02-28,0.0,0.0,36.2232201012,29.8,0.0,0.0,0.0,19.6825543756,0.0,0.0
2008-02-29,0.0,0.0,35.0312842872,30.1,0.0,0.0,0.0,19.1163220576,0.0,0.0
2008-03-03,0.0,0.0,36.4267213377,29.7,0.0,0.0,0.0,19.4034257681,0.0,0.0
2008-03-04,0.0,0.0,34.7599493052,30.9,0.0,0.0,0.0,19.1960730883,0.0,0.0
2008-03-05,0.0,0.0,35.9790186173,30.2,0.0,0.0,0.0,18.9408697901,0.0,0.0
2008-03-06,0.0,0.0,38.0256596247,30.1,0.0,0.0,0.0,18.0476582463,0.0,0.0
2008-03-07,0.0,0.0,35.4189056901,29.0,0.0,0.0,0.0,17.8642308757,0.0,0.0
2008-03-10,0.0,0.0,32.8993665713,28.6,0.0,0.0,0.0,17.2341977332,0.0,0.0
2008-03-11,0.0,0.0,35.3607624797,28.3,0.0,0.0,0.0,17.7127039174,0.0,0.0
2008-03-12,0.0,0.0,37.6283476867,28.5,0.0,0.0,0.0,17.3936997946,0.0,0.0
2008-03-13,0.0,0.0,37.40546538,28.6,0.0,0.0,0.0,17.2740732486,0.0,0.0
2008-03-14,0.0,0.0,37.0566061174,29.3,0.0,0.0,0.0,16.8434176828,0.0,0.0
2008-03-17,0.0,0.0,34.06223078,29.4,0.0,0.0,0.0,16.3728866017,0.0,0.0
2008-03-18,0.0,0.0,36.0778620751,29.4,0.0,0.0,0.0,17.8403055665,0.0,0.0
2008-03-19,0.0,0.0,35.2250949887,28.1,0.0,0.0,0.0,17.5372516499,0.0,0.0
2008-03-20,0.0,0.0,35.2250949887,33.3,0.0,0.0,0.0,18.5261644305,0.0,0.0
2008-03-24,0.0,0.0,37.3085600293,30.1,0.0,0.0,0.0,19.3715253559,0.0,0.0
2008-03-25,0.0,0.0,39.1982143684,31.4,0.0,0.0,0.0,18.8850440686,0.0,0.0
2008-03-26,0.0,0.0,40.2641732264,32.2,0.0,0.0,0.0,18.5102142243,0.0,0.0
2008-03-27,0.0,0.0,37.6864908971,30.4,0.0,0.0,0.0,18.358687266,0.0,0.0
2008-03-28,0.0,0.0,35.8937419087,33.3,0.0,0.0,0.0,18.0795586586,0.0,0.0
2008-03-31,0.0,0.0,38.5295674484,31.1,0.0,0.0,0.0,18.2948864415,0.0,0.0
2008-04-01,0.0,0.0,39.5567641661,32.2,0.0,0.0,0.0,19.5310274172,0.0,0.0
2008-04-02,0.0,0.0,37.9965880194,32.7,0.0,0.0,0.0,19.6028033449,0.0,0.0
2008-04-03,0.0,0.0,38.4132810276,32.2,0.0,0.0,0.0,19.3954506651,0.0,0.0
2008-04-04,0.0,0.0,41.8824925835,35.5,0.0,0.0,0.0,19.3476000466,0.0,0.0
2008-04-07,0.0,0.0,42.347638267,35.8,0.0,0.0,0.0,19.3077245313,0.0,0.0
2008-04-08,0.0,0.0,43.956267089,35.8,0.0,0.0,0.0,19.156197573,0.0,0.0
2008-04-09,0.0,0.0,43.7527658525,35.3,0.0,0.0,0.0,18.6059154612,0.0,0.0
2008-04-10,0.0,0.0,45.681182332,34.85,0.0,0.0,0.0,19.5629278295,0.0,0.0
2008-04-11,0.0,0.0,45.0512975522,34.4,0.0,0.0,0.0,19.1322722638,0.0,0.0
2008-04-14,0.0,0.0,43.3070012392,32.8,0.0,0.0,0.0,19.164172676,0.0,0.0
2008-04-15,0.0,0.0,44.4214127725,34.7,0.0,0.0,0.0,19.2997494282,0.0,0.0
2008-04-16,0.0,0.0,47.4642407853,35.5,0.0,0.0,0.0,19.5868531387,0.0,0.0
2008-04-17,0.0,0.0,48.4720564329,33.6,0.0,0.0,0.0,19.6268589662,0.0,0.0
2008-04-18,0.0,0.0,48.6949387395,34.4,0.0,0.0,0.0,19.8828962622,0.0,0.0
2008-04-21,0.0,0.0,50.2357338161,33.8,0.0,0.0,0.0,19.8668939312,0.0,0.0
2008-04-22,0.0,0.0,48.9565831865,32.1,0.0,0.0,0.0,19.4588344908,0.0,0.0
2008-04-23,0.0,0.0,49.8093502729,32.8,0.0,0.0,0.0,19.5468473112,0.0,0.0
2008-04-24,0.0,0.0,50.2066622108,33.0,0.0,0.0,0.0,20.0189160756,0.0,0.0
2008-04-25,0.0,0.0,50.2938770265,32.1,0.0,0.0,0.0,20.8190326254,0.0,0.0
2008-04-28,0.0,0.0,50.3907823772,32.8,0.0,0.0,0.0,20.5149883365,0.0,0.0
2008-04-29,0.0,0.0,48.3266984068,32.1,0.0,0.0,0.0,20.4189743505,0.0,0.0
2008-04-30,0.0,0.0,49.0147263969,32.3,0.0,0.0,0.0,20.1549358891,0.0,0.0
2008-05-01,0.0,0.0,48.6949387395,30.3,0.0,0.0,0.0,21.0190617628,0.0,0.0
2008-05-02,0.0,0.0,48.4429848276,31.5,0.0,0.0,0.0,20.9070454459,0.0,0.0
2008-05-05,0.0,0.0,54.2669964062,32.3,0.0,0.0,0.0,20.362966192,0.0,0.0
2008-05-06,0.0,0.0,53.0556795222,30.6,0.0,0.0,0.0,20.33096153,0.0,0.0
2008-05-07,0.0,0.0,54.3154490816,30.8,0.0,0.0,0.0,19.9469055861,0.0,0.0
2008-05-08,0.0,0.0,53.297942899,32.0,0.0,0.0,0.0,19.3068123463,0.0,0.0
2008-05-09,0.0,0.0,52.3482704619,31.6,0.0,0.0,0.0,19.3628205048,0.0,0.0
2008-05-12,0.0,0.0,50.6427362891,30.5,0.0,0.0,0.0,19.7548776142,0.0,0.0
2008-05-13,0.0,0.0,54.1313289152,30.7,0.0,0.0,0.0,19.5148426493,0.0,0.0
2008-05-14,0.0,0.0,52.2222935059,31.3,0.0,0.0,0.0,19.9229020896,0.0,0.0
2008-05-15,0.0,0.0,52.8037256103,30.4,0.0,0.0,0.0,20.1149300616,0.0,0.0
2008-05-16,0.0,0.0,53.0072268468,31.6,0.0,0.0,0.0,19.9149009241,0.0,0.0
2008-05-19,0.0,0.0,51.7377667523,31.8,0.0,0.0,0.0,19.4028263323,0.0,0.0
2008-05-20,0.0,0.0,51.9025058485,33.0,0.0,0.0,0.0,19.0107692229,0.0,0.0
2008-05-21,0.0,0.0,48.8596778358,32.1,0.0,0.0,0.0,18.706724934,0.0,0.0
2008-05-22,0.0,0.0,43.2488580288,32.7,0.0,0.0,0.0,18.770734258,0.0,0.0
2008-05-23,0.0,0.0,43.8884333435,31.3,0.0,0.0,0.0,18.64271561,0.0,0.0
2008-05-27,0.0,0.0,42.1053748902,31.6,0.0,0.0,0.0,18.8107400854,0.0,0.0
2008-05-28,0.0,0.0,43.5105024757,31.6,0.0,0.0,0.0,19.3308158428,0.0,0.0
2008-05-29,0.0,0.0,43.3942160548,30.95,0.0,0.0,0.0,19.5148426493,0.0,0.0
2008-05-30,0.0,0.0,45.4970621656,31.4,0.0,0.0,0.0,19.2027971948,0.0,0.0
2008-06-02,0.0,0.0,44.8962489911,30.8,0.0,0.0,0.0,19.2508041878,0.0,0.0
2008-06-03,0.0,0.0,44.0628629748,28.9,0.0,0.0,0.0,19.1787936983,0.0,0.0
2008-06-04,0.0,0.0,44.8477963157,28.4,0.0,0.0,0.0,19.2348018568,0.0,0.0
2008-06-05,0.0,0.0,46.3982819273,27.3,0.0,0.0,0.0,19.6988694557,0.0,0.0
2008-06-06,0.0,0.0,43.1228810728,27.8,0.0,0.0,0.0,18.8187412509,0.0,0.0
2008-06-09,0.0,0.0,39.1594522281,25.0,0.0,0.0,0.0,18.5867074515,0.0,0.0
2008-06-10,0.0,0.0,37.5508234061,26.2,0.0,0.0,0.0,18.6507167755,0.0,0.0
2008-06-11,0.0,0.0,36.6883657846,25.0,0.0,0.0,0.0,18.2826631626,0.0,0.0
2008-06-12,0.0,0.0,35.9615756542,26.1,0.0,0.0,0.0,18.626713279,0.0,0.0
2008-06-13,0.0,0.0,37.0953682577,25.3,0.0,0.0,0.0,19.3148135118,0.0,0.0
2008-06-16,0.0,0.0,38.7136876148,25.0,0.0,0.0,0.0,19.2428030223,0.0,0.0
2008-06-17,0.0,0.0,39.8668612884,25.0,0.0,0.0,0.0,18.754731927,0.0,0.0
2008-06-18,0.0,0.0,38.4520431678,24.3,0.0,0.0,0.0,18.5226981275,0.0,0.0
2008-06-19,0.0,0.0,39.3823345348,24.9,0.0,0.0,0.0,18.8587470784,0.0,0.0
2008-06-20,0.0,0.0,37.5508234061,27.9,0.0,0.0,0.0,18.2666608316,0.0,0.0
2008-06-23,0.0,0.0,36.2910538467,27.6,0.0,0.0,0.0,17.4265384543,0.0,0.0
2008-06-24,0.0,0.0,36.6883657846,25.1,0.0,0.0,0.0,17.5305536058,0.0,0.0
2008-06-25,0.0,0.0,37.5992760815,23.2,0.0,0.0,0.0,17.7065792467,0.0,0.0
2008-06-26,0.0,0.0,34.1300645255,26.7,0.0,0.0,0.0,16.9624708554,0.0,0.0
2008-06-27,0.0,0.0,34.7890209104,25.1,0.0,0.0,0.0,16.698432394,0.0,0.0
2008-06-30,0.0,0.0,33.4226554652,23.5,0.0,0.0,0.0,16.602418408,0.0,0.0
2008-07-01,0.0,0.0,33.936253824,24.1,0.0,0.0,0.0,16.4904020911,0.0,0.0
2008-07-02,0.0,0.0,31.930313064,21.6,0.0,0.0,0.0,16.1863578021,0.0,0.0
2008-07-03,0.0,0.0,28.6064595341,20.5,0.0,0.0,0.0,16.1783566367,0.0,0.0
2008-07-07,0.0,0.0,26.6198998443,19.8,0.0,0.0,0.0,16.0743414852,0.0,0.0
2008-07-08,0.0,0.0,25.9609434593,20.0,0.0,0.0,0.0,16.6584265665,0.0,0.0
2008-07-09,0.0,0.0,30.2635410315,19.9,0.0,0.0,0.0,16.1783566367,0.0,0.0
2008-07-10,0.0,0.0,30.0018965846,19.7,0.0,0.0,0.0,15.5382633968,0.0,0.0
2008-07-11,0.0,0.0,29.2169632437,18.7,0.0,0.0,0.0,15.1222027909,0.0,0.0
2008-07-14,0.0,0.0,29.5948941115,18.9,0.0,0.0,0.0,15.2022144459,0.0,0.0
2008-07-15,0.0,0.0,30.7674488553,18.7,0.0,0.0,0.0,14.6261305301,0.0,0.0
2008-07-16,0.0,0.0,33.0931772727,21.5,0.0,0.0,0.0,15.5342628141,0.0,0.0
2008-07-17,0.0,0.0,32.2694817916,21.7,0.0,0.0,0.0,16.1530616949,0.0,0.0
2008-07-18,0.0,0.0,32.6764842646,22.5,0.0,0.0,0.0,16.0164437602,0.0,0.0
2008-07-21,0.0,0.0,33.3742027898,22.5,0.0,0.0,0.0,15.8717894764,0.0,0.0
2008-07-22,0.0,0.0,33.2385352988,23.6,0.0,0.0,0.0,16.5870245464,0.0,0.0
2008-07-23,0.0,0.0,32.8993665713,22.6,0.0,0.0,0.0,17.0370600961,0.0,0.0
2008-07-24,0.0,0.0,31.8915509237,22.4,0.0,0.0,0.0,16.3861158189,0.0,0.0
2008-07-25,0.0,0.0,31.9787657394,24.1,0.0,0.0,0.0,16.0566255057,0.0,0.0
2008-07-28,0.0,0.0,30.1278735405,21.3,0.0,0.0,0.0,15.7833896362,0.0,0.0
2008-07-29,0.0,0.0,32.3566966072,24.4,0.0,0.0,0.0,16.6513153392,0.0,0.0
2008-07-30,0.0,0.0,32.2210291162,24.2,0.0,0.0,0.0,16.4825520081,0.0,0.0
2008-07-31,0.0,0.0,34.7405682351,24.0,0.0,0.0,0.0,16.3298613752,0.0,0.0
2008-08-01,0.0,0.0,34.7308777,23.4,0.0,0.0,0.0,16.313788677,0.0,0.0
2008-08-04,0.0,0.0,31.6299064768,22.1,0.0,0.0,0.0,16.4262975644,0.0,0.0
2008-08-05,0.0,0.0,32.1435048356,23.6,0.0,0.0,0.0,17.2379688237,0.0,0.0
2008-08-06,0.0,0.0,34.197898271,22.1,0.0,0.0,0.0,17.0692054925,0.0,0.0
2008-08-07,0.0,0.0,34.5079953933,20.9,0.0,0.0,0.0,16.8281150195,0.0,0.0
2008-08-08,0.0,0.0,35.661169067,23.7,0.0,0.0,0.0,18.3068032542,0.0,0.0
2008-08-11,0.0,0.0,35.8355986983,25.0,0.0,0.0,0.0,19.1345472117,0.0,0.0
2008-08-12,0.0,0.0,34.9343789365,25.1,0.0,0.0,0.0,19.3354559393,0.0,0.0
2008-08-13,0.0,0.0,33.5486324211,26.8,0.0,0.0,0.0,18.5478937273,0.0,0.0
2008-08-14,0.0,0.0,33.5389418861,26.6,0.0,0.0,0.0,19.1345472117,0.0,0.0
2008-08-15,0.0,0.0,33.529251351,25.6,0.0,0.0,0.0,19.6890552998,0.0,0.0
2008-08-18,0.0,0.0,31.3004282843,26.1,0.0,0.0,0.0,19.7212006962,0.0,0.0
2008-08-19,0.0,0.0,30.864354206,27.3,0.0,0.0,0.0,19.1666926082,0.0,0.0
2008-08-20,0.0,0.0,30.0406587249,28.4,0.0,0.0,0.0,19.5283283177,0.0,0.0
2008-08-21,0.0,0.0,29.1975821736,28.9,0.0,0.0,0.0,19.7453097435,0.0,0.0
2008-08-22,0.0,0.0,29.0716052176,28.7,0.0,0.0,0.0,19.9783638675,0.0,0.0
2008-08-25,0.0,0.0,29.120057893,27.6,0.0,0.0,0.0,19.3997467321,0.0,0.0
2008-08-26,0.0,0.0,28.4029582976,27.8,0.0,0.0,0.0,19.7372733944,0.0,0.0
2008-08-27,0.0,0.0,29.0619146826,27.8,0.0,0.0,0.0,19.7694187908,0.0,0.0
2008-08-28,0.0,0.0,30.0988019353,29.1,0.0,0.0,0.0,20.0105092639,0.0,0.0
2008-08-29,0.0,0.0,29.9146817689,27.1,0.0,0.0,0.0,19.8015641872,0.0,0.0
2008-09-02,0.0,0.0,28.7615080953,26.7,0.0,0.0,0.0,21.1597071854,0.0,0.0
2008-09-03,0.0,0.0,28.0347179649,26.6,0.0,0.0,0.0,21.4650884513,0.0,0.0
2008-09-04,0.0,0.0,25.6799179422,22.7,0.0,0.0,0.0,20.7096716357,0.0,0.0
2008-09-05,0.0,0.0,27.9378126141,22.7,0.0,0.0,0.0,20.6935989375,0.0,0.0
2008-09-08,0.0,0.0,27.7343113776,21.5,0.0,0.0,0.0,21.9874511429,0.0,0.0
2008-09-09,0.0,0.0,25.6120841967,20.0,0.0,0.0,0.0,20.6132354465,0.0,0.0
2008-09-10,0.0,0.0,25.2922965393,20.7,0.0,0.0,0.0,20.2757087842,0.0,0.0
2008-09-11,0.0,0.0,24.0325269799,18.9,0.0,0.0,0.0,20.3158905297,0.0,0.0
2008-09-12,0.0,0.0,25.0597236976,20.7,0.0,0.0,0.0,20.4283994172,0.0,0.0
2008-09-15,0.0,0.0,24.7399360402,22.8,0.0,0.0,0.0,19.705127998,0.0,0.0
2008-09-16,0.0,0.0,25.117866908,23.4,0.0,0.0,0.0,19.6086918088,0.0,0.0
2008-09-17,0.0,0.0,23.111926148,21.7,0.0,0.0,0.0,18.2344761123,0.0,0.0
2008-09-18,0.0,0.0,27.521119606,24.5,0.0,0.0,0.0,19.3434922884,0.0,0.0
2008-09-19,0.0,0.0,29.788704813,24.9,0.0,0.0,0.0,20.5167992573,0.0,0.0
2008-09-22,0.0,0.0,25.8252759683,22.0,0.0,0.0,0.0,19.1184745135,0.0,0.0
2008-09-23,0.0,0.0,24.4782915932,21.1,0.0,0.0,0.0,18.9818565788,0.0,0.0
2008-09-24,0.0,0.0,23.5480002263,20.8,0.0,0.0,0.0,19.0220383243,0.0,0.0
2008-09-25,0.0,0.0,22.8987343764,20.1,0.0,0.0,0.0,19.1908016555,0.0,0.0
2008-09-26,0.0,0.0,21.7649417729,17.8,0.0,0.0,0.0,19.6569099034,0.0,0.0
2008-09-29,0.0,0.0,19.4779754958,9.0,0.0,0.0,0.0,18.4514575381,0.0,0.0
2008-09-30,0.0,0.0,19.7202388726,9.9,0.0,0.0,0.0,19.0381110225,0.0,0.0
2008-10-01,0.0,0.0,19.7299294077,10.3,0.0,0.0,0.0,18.6684389638,0.0,0.0
2008-10-02,0.0,0.0,17.0844133329,11.2,0.0,0.0,0.0,18.0255310357,0.0,0.0
2008-10-03,0.0,0.0,16.832459421,10.9,0.0,0.0,0.0,17.2942232674,0.0,0.0
2008-10-06,0.0,0.0,18.5283030587,10.1,0.0,0.0,0.0,16.635242641,0.0,0.0
2008-10-07,0.0,0.0,17.2200808239,9.5,0.0,0.0,0.0,15.6949897961,0.0,0.0
2008-10-08,0.0,0.0,18.6833516199,8.5,0.0,0.0,0.0,15.3654994829,0.0,0.0
2008-10-09,0.0,0.0,16.8130783509,7.4,0.0,0.0,0.0,14.6663371111,0.0,0.0
2008-10-10,0.0,0.0,16.6677203248,6.9,0.0,0.0,0.0,14.3850648925,0.0,0.0
2008-10-13,0.0,0.0,20.4857911434,12.2,0.0,0.0,0.0,16.0726982039,0.0,0.0
2008-10-14,0.0,0.0,20.9121746865,10.7,0.0,0.0,0.0,15.4056812284,0.0,0.0
2008-10-15,0.0,0.0,17.636773832,9.3,0.0,0.0,0.0,14.6462462383,0.0,0.0
2008-10-16,0.0,0.0,18.4120166378,10.0,0.0,0.0,0.0,14.8158003568,0.0,0.0
2008-10-17,0.0,0.0,17.0456511926,10.1,0.0,0.0,0.0,15.5909048987,0.0,0.0
2008-10-20,0.0,0.0,17.5398684813,10.8,0.0,0.0,0.0,15.946161147,0.0,0.0
2008-10-21,0.0,0.0,15.5242371862,10.1,0.0,0.0,0.0,15.5182388479,0.0,0.0
2008-10-22,0.0,0.0,13.8090124784,9.8,0.0,0.0,0.0,14.8238743625,0.0,0.0
2008-10-23,0.0,0.0,11.9775013497,9.7,0.0,0.0,0.0,14.6220242214,0.0,0.0
2008-10-24,0.0,0.0,11.8612149288,8.8,0.0,0.0,0.0,13.8872897078,0.0,0.0
2008-10-27,0.0,0.0,10.7177317902,7.9,0.0,0.0,0.0,13.6046995102,0.0,0.0
2008-10-28,0.0,0.0,11.754619043,8.2,0.0,0.0,0.0,15.8492730793,0.0,0.0
2008-10-29,0.0,0.0,12.4910997085,8.6,0.0,0.0,0.0,15.6312749269,0.0,0.0
2008-10-30,0.0,0.0,12.9368643218,8.6,0.0,0.0,0.0,16.2126033333,0.0,0.0
2008-10-31,0.0,0.0,13.2469614442,9.8,0.0,0.0,0.0,17.5205922476,0.0,0.0
2008-11-03,0.0,0.0,12.7915062958,9.9,0.0,0.0,0.0,16.7051176775,0.0,0.0
2008-11-04,0.0,0.0,14.4582783282,10.7,0.0,0.0,0.0,17.4560002024,0.0,0.0
2008-11-05,0.0,0.0,13.489224821,9.5,0.0,0.0,0.0,16.5597855759,0.0,0.0
2008-11-06,0.0,0.0,11.9775013497,8.8,0.0,0.0,0.0,15.4213507801,0.0,0.0
2008-11-07,0.0,0.0,11.7740001131,8.7,0.0,0.0,0.0,15.8734950962,0.0,0.0
2008-11-10,0.0,0.0,11.2700922894,8.5,0.0,0.0,0.0,15.6797189607,0.0,0.0
2008-11-11,0.0,0.0,10.0103227299,8.6,0.0,0.0,0.0,15.3809807519,0.0,0.0
2008-11-12,0.0,0.0,10.4463968082,7.5,0.0,0.0,0.0,14.8158003568,0.0,0.0
2008-11-13,0.0,0.0,10.824327676,8.3,0.0,0.0,0.0,15.9300131357,0.0,0.0
2008-11-14,0.0,0.0,9.9521795195,7.5,0.0,0.0,0.0,14.7189122891,0.0,0.0
2008-11-17,0.0,0.0,9.8358930986,7.5,0.0,0.0,0.0,15.3325367181,0.0,0.0
2008-11-18,0.0,0.0,9.7680593531,7.6,0.0,0.0,0.0,15.4213507801,0.0,0.0
2008-11-19,0.0,0.0,8.9249828018,6.9,0.0,0.0,0.0,14.5655061819,0.0,0.0
2008-11-20,0.0,0.0,8.0237630401,7.1,0.0,0.0,0.0,13.5804774933,0.0,0.0
2008-11-21,0.0,0.0,8.6051951444,7.7,0.0,0.0,0.0,13.8469196795,0.0,0.0
2008-11-24,0.0,0.0,10.0490848702,9.6,0.0,0.0,0.0,15.7120149833,0.0,0.0
2008-11-25,0.0,0.0,10.291348247,9.2,0.0,0.0,0.0,16.5597855759,0.0,0.0
2008-11-26,0.0,0.0,11.7255474378,9.9,0.0,0.0,0.0,17.1653359993,0.0,0.0
2008-11-28,0.0,0.0,11.9387392094,10.3,0.0,0.0,0.0,16.6808956606,0.0,0.0
