date,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,SP500,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Technology,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health
,GOOG,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK.A,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,SPY,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZOOM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO
04/24/2009,194.74,17.7,84.46,20.91,7.06,9.07,4.95,15.62,100.08,3.51,18.42,26.42,19.68,25.16,20.26,10.04,33.38,9.1,88250.1,50.92,49.51,26.31,47.87,21.4,48.52,18.82,54.31,6.76,23.45,23.06,15.1,17.31,66.57,66.6,12.11,29.03,,,22.9,,,28.71,,7.18,18.5,,,,,,,,13.16,28.4,,,,,24.46,13.17,31.9,33.63,,13.68,,20.22,,4.86,40.08,,,,26,77.23,33.28,89.72,86.66,,48.17,1.65,,,,,,,,21.75,,,,,,,,,,,12.94,,,,,
05/01/2009,196.84,18.18,78.96,20.24,6.95,10.78,5.74,15.81,104.61,3.82,19.58,27.46,19.63,26.01,21.94,10.35,32.49,8.7,92005,52.59,49.5,25.77,50.05,21.24,49.79,19.77,52.4,6.9,24.3,22.97,16.25,17.29,68.01,66.87,12.69,28.56,,,22.41,,,28.1,,7.03,22.36,,,,,,,,13.44,29.44,,,,,23.12,13.58,29.7,37.26,,13.23,,20.45,,4.89,40.05,,,,25.4,76.83,31.88,86.95,87.89,,47.69,1.84,,,,,,,,23.56,,,,,,,,,,,13.85,,,,,
05/08/2009,203.66,18.46,77.95,19.42,7.31,10.44,5.61,15.29,101.49,3.93,18.73,25.42,19.7,25.25,25.46,10.26,38.94,14.17,95295,54.98,51.57,25.5,50.14,21.46,49.75,22,54.92,6.83,24.82,28.87,17.11,18.51,70.8,70.38,14.53,31.3,,,22.01,,,28.78,,7.4,24.92,,,,,,,,14.11,36.08,,,,,33.68,14.4,40.2,39.64,,13.61,,18.72,,4.85,43.79,,,,27.7,77.13,34.81,89.98,92.98,,46.6,1.89,,,,,,,,24.6,,,,,,,,,,,15.84,,,,,
05/15/2009,195,17.49,73.6,20.22,7.12,10.02,5.69,15.19,101.37,4.01,17.92,25.92,19,24.88,23.41,10.05,34.91,10.67,89120,55.41,50.67,24.4,48.15,22.48,50.32,22.77,53.46,6.47,25.47,27.51,16.27,17.31,69.11,65.88,12.86,27.13,,,21.88,,,25.48,,6.08,23.45,,,,,,,,13.9,33.48,,,,,28.82,15.01,34.8,35.74,,12.44,,18.92,,4.24,40.37,,,,27,77.6,30.93,91.55,88.71,,44.75,2.01,,,,,,,,23.5,,,,,,,,,,,14.61,,,,,
05/22/2009,196.75,17.5,75.64,19.75,7.31,10.53,6.22,15.05,101.89,4.26,17.9,26.48,20.7,23.68,23.7,9.04,34.41,11.07,89200,54.77,53.03,22.86,49.25,23.65,51.57,23.59,57.08,6.5,26.17,26.3,16.44,16.84,68.83,64.44,13.1,29.49,,,21.17,,,26.42,,5.65,24.61,,,,,,,,17.06,35.48,,,,,28.48,14.96,36.7,34.31,,13.1,,19.26,,4.51,40.74,,,,28.5,77.35,31.71,94.15,89.02,,48.3,2.06,,,,,,,,23.99,,,,,,,,,,,13.99,,,,,
05/29/2009,208.61,19.4,77.99,20.89,7.42,10.94,6.82,15.72,106.28,4.54,18.5,28.18,21.46,24.79,24.22,9.49,36.9,11.27,91600,55.16,51.94,23.16,49.74,24.58,52.05,23.6,58.99,7.2,27.58,26.6,16.93,17.63,69.35,66.67,13.48,34.08,,,21.55,,,28.37,,6.32,25.18,,,,,,,,18.27,37.28,,,,,28.31,15.19,37.2,35.46,,14.26,,20.74,,5.06,39.3,,,,31.04,77.48,33.75,96.2,92.53,,48.52,2.19,,,,,,,,26.38,,,,,,,,,,,15.27,,,,,
06/05/2009,222.16,20.67,87.56,22.14,7.51,10.24,6.46,15.92,107.24,4.63,19.87,29.98,22.17,24.56,24.95,9.78,34.55,11.86,89800,55.93,53.18,24.17,51.07,24.72,54.88,24.28,59.87,7.55,26.07,27.1,17.32,16.77,72.97,69.37,13.54,36.21,,,22.29,,,29.76,,6.99,25.01,,,,,,,,18.87,37.92,,,,,28.65,14.51,34.6,38.47,,14.57,,20.92,,5.3,40.49,,,,32.59,76.24,35.14,93.71,94.55,,47.64,2.33,,,,,,,,30.41,,,,,,,,,,,16.36,,,,,
06/12/2009,212.42,19.57,84.08,23.33,7.49,10.04,6.86,16.31,108.21,4.47,19.91,30.15,22.24,25.01,25.06,10.4,35.13,13.72,90870,56.06,52.55,24.15,49.84,24.45,53.65,24.35,58.36,7.28,26.08,24.21,16.09,16.71,73.78,72.67,13.51,39.32,,,22.47,,,27.29,,7.12,24.69,,,,,,,,18.71,37.84,,,,,26.97,14.76,34.7,37.73,,14.15,,20.91,,5.47,40.38,,,,31.61,76.67,34.69,92.17,95.08,,47.03,2.32,,,,,,,,28.9,,,,,,,,,,,16.36,,,,,
06/19/2009,210.04,19.93,82.96,24.07,7.27,9.23,6.79,16.01,105.89,3.87,18.92,29.33,20.54,24.04,23.53,9.98,35,13.22,87250,56.09,50.64,23.52,48.17,24.41,53.91,24.49,58.17,7.12,25.91,25.43,15.34,16.14,71.05,68.06,12.1,37.57,,,23.51,,,26.09,,6.71,23.23,,,,,,,,17.28,35.64,,,,,25.63,15,31.7,33.65,,14.18,,20.07,,5.33,39.58,,,,29.55,76.75,32.71,91.9,92.04,,46.11,2.35,,,,,,,,29.76,,,,,,,,,,,18.21,,,,,
06/26/2009,212.66,20.35,83.88,23.35,7.3,9.57,6.8,16.29,105.68,3.62,18.91,28,19.75,24.82,23.43,9.73,34.45,12.75,86210,56.6,51.75,23.61,48.63,24.07,54.7,24.06,57,7.27,27,24.77,15.96,16.89,69.05,65.95,11.75,36.91,,,23.76,,,25.66,,6.71,22.86,,,,,,,,17.75,36.16,,,,,24.46,15.19,30.3,34.56,,12.71,,20.19,,5.1,39.57,,,,27.95,77.68,32.13,92.29,91.84,,46.41,2.42,,,,,,,,30.12,,,,,,,,,,,18.14,,,,,
07/03/2009,204.24,20,79.32,23.37,6.88,9.37,6.92,16.72,101.73,3.78,18.5,27.64,18.11,24.59,22.84,9.54,32.27,12.64,89384,55.98,51.11,22.81,47.79,24.44,56.35,23.62,57.45,6.7,27.01,23.91,15.02,16.63,68.49,64.42,11.46,34,,,22.95,,,24.29,,6.13,21.53,,,,,,,,17.26,35.44,,,,,15.29,14.48,28.8,31.74,,12.77,,20.6,,4.96,37.45,,,,28.24,77.41,31.25,91.25,89.81,,44.64,2.27,,,,,,,,28.95,,,,,,,,,,,17.05,,,,,
07/10/2009,207.2,19.79,77.63,22.39,6.86,9.68,6.85,16.04,100.83,3.49,18.34,27.58,17.79,23.44,22.41,9.32,32.34,11.88,85125,56.93,52.22,22.52,47.57,24.16,54.71,23.26,57.05,6.73,26.45,24.67,14.97,16.06,65.12,61.4,10.78,30.77,,,22.22,,,24.62,,5.91,20.88,,,,,,,,15.85,35.68,,,,,9.83,14.2,25.9,30.53,,12.83,,19.38,,5.08,37.8,,,,26.89,78.09,29.88,89.58,87.96,,44.97,2.34,,,,,,,,28.42,,,,,,,,,,,16.29,,,,,
07/17/2009,215.12,21.68,85.85,24.29,7.81,9.93,7.6,18.79,115.42,4,20.51,31.02,18.77,23.98,24.51,10.21,36.89,12.89,90500,59.23,55.92,24.67,48.49,25.16,56.66,24.87,57.84,7.22,27.68,25.09,16.02,17.98,68.52,65.12,11.65,37.42,,,23.92,,,27.95,,7.18,24.2,,,,,,,,17.58,38.24,,,,,11.33,14.96,30.2,33.99,,13.11,,20.26,,5.75,39.56,,,,30.81,77.48,32.15,91.93,94.13,,47.48,2.57,,,,,,,,32.16,,,,,,,,,,,17.62,,,,,
07/24/2009,223.36,22.86,86.49,23.45,8.94,10.29,7.63,19.36,117.64,3.77,21.88,32.63,22.3,25.45,26.58,11.28,37.92,12.51,95300,61.51,55.84,25.32,48.94,24.68,56.41,25.44,56.08,8.61,30.99,27.32,16.82,18.55,72.29,68.43,12.03,40.72,,,24.22,,,29.87,,8.55,28.75,,,,,,,,18.73,39.96,,,,,10.44,16.48,27.3,42,,13.04,,21.47,,6.27,42.71,,,,33.47,77.8,34.6,93.41,98.06,,49.13,2.7,,,,,,,,35.81,,,,,,,,,,,20.75,,,,,
07/31/2009,221.52,23.34,85.76,23.52,8.94,10.47,7.3,19.25,117.93,3.66,22.01,32.42,21.81,26.23,25.12,10.84,38.65,14.79,97000,60.89,55.51,25.94,49.88,24.92,56.75,26.35,55.06,8.85,30.01,28.06,16.36,19.4,70.39,69.47,13.4,39.75,,,24.47,,,29.83,,8.86,30.15,,,,,,,,18.81,42.12,,,,,11.01,15.93,31.7,44.06,,14.16,,21.69,,6.39,43.62,,,,32.23,78.44,35.85,93.35,98.81,,49.5,2.7,,,,,,,,34.81,,,,,,,,,,,21.48,,,,,
08/07/2009,228.55,23.64,85.32,23.56,9.49,10.23,7.49,18.5,119.33,3.7,22.19,33.22,23.76,25.62,26.69,11.68,42.36,16.42,108100,59.9,52.03,27.26,49.29,24.67,57.74,26.91,55.2,9.52,30.1,26.51,17.29,20.43,69.47,69.5,14.7,44.94,,,22.88,,,31.61,,9.84,32.83,,,,,,,,18.87,41.08,,,,,22.74,15.96,38.5,47.78,,14.52,,21.44,,6.83,42.93,,,,32.77,77.19,41.44,93.75,101.2,,50.1,2.79,,,,,,,,34.7,,,,,,,,,,,21.86,,,,,
08/14/2009,230,23.83,83.58,23.69,9.11,10.56,7.84,18.77,118.57,3.69,21.31,32.27,25.38,25.45,25.86,11.78,42.45,17.39,101400,60.08,52.37,27.14,51.79,24.24,56.56,27.43,55.27,9.56,30.98,28.06,16.95,20.26,68.21,68.63,13.92,46.14,,,22.48,,,31.49,,10.01,31.52,,,,,,,,18.74,40.96,26.02,,,,20.41,15.77,40.4,46,,14.22,,21.49,,6.72,42.03,,,,31.83,78.36,39.51,93,100.79,,48.63,3.02,,,,,,,,33.96,,,,,,,,,,,22.11,,,,,
08/21/2009,232.62,24.17,85,24.41,9.29,10.44,7.88,18.89,119.9,3.7,22.19,32.84,24.51,26,26.79,13.42,43.66,17.46,101400,61.03,53.58,27.5,51.36,24.96,57.49,27.74,56.27,9.86,32.56,28.92,17.25,20.73,69.92,69.73,14.21,44.86,,,23.05,,,32.1,,9.93,32.23,,,,,,,,18.85,40.64,27.47,,,,27.52,16.64,47,47.3,,13.91,,22.39,,7.14,45.66,,,,31.7,78.42,40.11,93.65,102.97,,48.56,3.03,,,,,,,,34.5,,,,,,,,,,,22.22,,,,,
08/28/2009,232.37,24.29,82.76,24.68,9.45,10.78,8.22,20.25,118.22,4.47,22,31.73,23.92,26.21,26.84,13.06,42.92,17.98,100400,60.29,53.19,27.69,51.13,24.53,56.76,27.36,56.07,9.66,32.32,28.18,17.63,20.36,70.12,70.68,14.08,44.6,,,22.63,,,37.57,,10.02,31.17,,,,,,,,19.29,41.84,27.02,,,,42.08,16.81,52.3,46.71,,14.05,,22.65,,7.56,47.39,,,,36.03,78.82,41.09,93.87,103.38,,51.77,2.99,,,,,,,,33.95,,,,,,,,,,,22.33,,,,,
09/04/2009,230.65,24.33,78.87,24.62,9.22,10.81,8.32,19.64,117.46,4.53,21.84,32.05,23.12,25.51,25.9,13.2,42.34,17.09,98000,60.32,52.86,27.03,51.68,24.98,57.54,26.74,56.14,9.51,30.7,28.88,17.59,20.61,69.18,68.96,13.87,42.36,,,23.07,,,36.04,,9.99,30.35,,,,,,,,19.39,42.13,26.99,,,,33.55,16.39,48.5,46.11,,13.56,,22.21,,7.35,47.12,,,,36.31,78.75,38.88,97.53,102.06,,55.47,3.17,,,,,,,,34.33,,,,,,,,,,,22.25,,,,,
09/11/2009,236.07,24.59,84.54,24.86,9.92,10.93,8.52,19.51,118.05,5.68,23.09,34.65,24.19,26.66,28.42,14.48,42.5,16.97,99000,60.42,55.64,27.34,50.72,25.76,58.81,26.99,54.39,9.95,32.54,29.07,18.07,20.88,69.98,70.75,14.67,45.86,,,23.05,,,37.35,,11.57,33.59,,,,,,,,19.8,43.12,28,,,,31.46,16.25,46.1,48.53,,13.75,,23.25,,7.87,47.95,,,,39.24,79.18,41.39,98.78,104.77,,56.81,3.28,,,,,,,,37,,,,,,,,,,,21.88,,,,,
09/18/2009,245.73,26.43,90.28,25.26,10.24,10.87,8.27,19.56,122.11,5.7,23.4,32.95,23.54,27.05,28.44,14.54,44.95,17.63,102200,60.78,57.32,28.23,50.11,26.88,59.86,27.92,57,10.38,31.88,28.58,18.45,22.36,69.99,72.64,16.5,49.03,,,22.88,,,38.76,,12.22,38.09,,,,,,,,20.59,42.76,28.84,,,,33.43,16.51,42.6,53.42,,14.65,,22.81,,8.2,48.79,,,,40.77,79.1,44.79,98.67,106.72,,57.55,3.28,,,,,,,,40,,,,,,,,,,,21.28,,,,,
09/25/2009,246.24,26.05,90.52,25.55,9.87,10.45,8.11,19.37,121.08,5.83,22.62,32.03,23.61,26.96,27.62,13.77,43.65,16.6,99112,60.62,58.01,26.85,49.47,26.49,58.68,27.66,56.95,9.91,31.25,25.34,17.67,20.47,68.7,70.66,16.37,46.63,,,23.1,,,36.15,,10.97,36.03,,,,,,,,20.32,42.4,28.71,,,,37.36,16.4,43.8,51.2,,14.66,,23.17,,8.1,46.29,,,,38.52,79.46,42.06,97,104.45,,56.28,3.29,,,,,,,,38.76,,,,,,,,,,,20.3,,,,,
10/02/2009,242.29,26.41,89.85,24.96,9.55,10.35,7.49,18.97,119.02,5.31,22.67,32.35,22.62,26.52,27.21,13.63,41.86,16.34,99500,59.73,56.75,26.03,49.08,26.94,60.9,28.34,56.71,9.87,31.65,24.28,16.95,19.97,66.58,68.14,15.36,40.75,,,22.26,,,37.71,,10.82,33.65,,,,,,,,20.62,41.52,27.6,,,,36.09,16.15,45.2,48.83,,15.51,,22.16,,7.46,46.02,,,,38.67,79.37,40.46,98.37,102.49,,56.47,3.2,,,,,,,,37.52,,,,,,,,,,,18.62,,,,,
10/09/2009,258.12,27.21,95.71,25.55,10.28,10.05,7.94,20.17,125.93,5.88,24.03,34.64,24.47,25.66,28.64,15.24,45.85,17.5,100000,61.74,57.56,26.96,49.97,27.33,60.59,29.02,56.7,10.12,32.56,24.67,18.24,21.44,69.27,72.76,16.18,43.85,,,22.65,,,40.88,,12.17,37.24,,,,,,,,21.2,43.24,29.63,,,,37.04,16.92,46.3,53.64,,15.9,,23.2,,8.78,49.89,,,,42.39,79.01,42.62,102.84,107.26,,58.64,3.31,,,,,,,,42.71,,,,,,,,,,,18.41,,,,,
10/16/2009,274.92,26.86,95.32,26.5,10.31,9.83,7.54,20.18,121.64,5.74,24.02,35.67,25.49,25.7,29.4,15.59,46.06,17.26,100557,60.46,57.44,27.26,51.22,27.51,62.29,29.92,58.78,10.32,33.21,24.45,18.57,22.39,73.12,76.81,16.08,43.44,,,23.09,,,41.9,,12.77,37.58,,,,,,,,21.98,43.96,31.14,,,,36.19,17.77,45.9,54.57,,16.27,,23.3,,7.95,50.08,,,,44.76,79.05,41.95,103.18,108.89,,58.48,3.54,,,,,,,,39.58,,,,,,,,,,,18.82,,,,,
10/23/2009,276.84,29.13,118.49,28.02,9.92,10.01,7.31,19.78,120.36,5.6,24.17,34.78,26.58,25.73,28.89,15.78,45.23,16.22,100600,60.54,57.64,26.27,50.44,26.62,61.03,30.42,59.43,10.14,32.43,25.85,18.53,23,73.57,76.68,15.2,40.87,,,21.92,,,41.45,,12.67,35.82,,,,,,,,21.3,43.72,30.97,,,,32.59,17.25,44.6,57.6,,16.04,,22.91,,7.45,49.03,,,,44.37,79,42.26,103.49,108.08,,57.81,3.82,,,,,,,,43.53,,,,,,,,,,,17.59,,,,,
10/30/2009,268.06,26.93,118.81,27.73,9.37,9.54,6.69,19.11,120.61,4.6,22.81,32.94,24.93,25.67,27.37,14.19,41.77,14.58,99000,59.05,58,25.09,49.68,26.66,60.55,29.83,58.61,9.49,30.93,25.95,18.94,21.9,71.67,76.54,14.26,34.49,,,21.28,,,39.29,,12.56,33.44,,,,,,,,19.21,41.92,28.54,,,,28.16,17.03,40.9,55.06,,15.55,,21.75,,6.79,48.43,,,,38.43,79.47,40.55,102.53,103.56,,56.85,3.45,,,,,,,,37.79,,,,,,,,,,,15.7,,,,,
11/06/2009,275.55,27.76,126.2,28.52,9.82,9.79,7.32,18.93,123.49,5.04,23.82,34.65,26.49,25.93,28.56,15.25,43.48,15.05,102400,60.3,61.04,26.08,51.25,27.25,61.76,29.92,61.72,10.56,32.59,28.67,19.92,23.69,72.58,77.53,15.33,37.38,,,23.13,,,41.35,,12.94,35.32,,,,,,,,20.52,43.52,28.69,,,,29.72,16.96,40.6,57.6,,16.14,,21.89,,7.08,49.7,,,,40.07,79.08,40.65,107.43,107.13,,59.41,3.61,,,,,,,,40.97,,,,,,,,,,,15.71,,,,,
11/13/2009,286.02,29.21,132.97,29.63,9.99,10.59,7.84,19.82,127.03,6.53,23.71,36.51,27.25,26.25,30.44,16.53,42.9,15.98,102055,61.43,61.61,27.34,53.2,28.23,61.94,30.25,63.58,10.89,33.1,29.08,20,23.47,72.47,77.94,15.66,39.49,,,23.53,,,42.24,,13.56,40.54,,,,,,,,21.54,45,28.29,,,,30.48,17.59,40.5,58.78,,16.11,,22.94,,7.51,48.99,,,,41.13,79.51,43.19,109.74,109.62,,60.47,3.87,,,,,,,,43.25,,,,,,,,,,,18.57,,,,,
11/20/2009,284.98,28.56,129.66,29.62,9.59,10.39,7.73,19.24,126.96,6.95,23.46,35.81,23.81,26.02,30.01,15.64,42.46,16.09,103250,62.31,61.8,27.18,54.28,28.74,62.08,29.77,63.97,10.71,36.46,28.56,20,23.12,74.38,76.77,15.59,41.32,,,23.2,,,41.3,,13.23,39.77,,,,,,,,21.44,45.48,28.04,,,,29.4,18.36,42,57.95,,15.98,,22.28,,7.26,47.46,,,,40.96,79.73,43.05,112.94,109.43,,60.06,3.7,,,,,,,,42.76,,,,,,,,,,,18.46,,,,,
11/27/2009,289.88,28.66,131.74,29.22,9.77,10.31,7.58,19.11,125.7,6.85,23.38,35.38,23.62,26.99,30.35,15.81,41.33,15.47,101001,62.89,62.48,27.61,54.63,28.59,62.3,29.65,63.6,10.72,36.29,29.44,20.08,23.56,74.87,78.17,15.94,43.05,,,23.28,,,43.21,,13.22,39.25,,,,,,,,21.17,45.36,24.72,,,,27.9,18.25,40.6,57.45,,16.26,,22.63,,7.3,47.7,,,,41.3,80.29,41.85,115.06,109.57,,60.03,3.66,,,,,,,,43.97,,,,,,,,,,,18.09,,,,,
12/04/2009,292.5,27.62,137.58,29.98,9.96,10.8,8.38,20.46,127.25,7.86,24.16,36.5,24.95,27.6,30.84,16.49,41.74,16.28,99689,64.36,62.6,28.08,54.24,28.75,63.85,30.63,61.59,10.8,36.7,27.46,20.07,24.13,74.25,78.07,16.2,44.39,,,23.3,,,41.51,,13.52,39.13,,,,,,,,22.28,46.44,25.01,,,,25.23,18.49,40.6,58.3,,16.08,,23.37,,8.45,45.64,,,,44.6,79.37,45.44,113.75,111.01,,59.19,3.9,,,,,,,,42.53,,,,,,,,,,,19.32,,,,,
12/11/2009,295.25,27.81,134.15,29.85,9.55,10.73,8.11,19.9,129.68,8.64,23.77,35.38,23.63,28.01,31.7,15.82,40.96,15.63,99000,64.85,62.34,28.49,54.65,29.56,61.27,30.66,61.66,11.2,37.07,30.48,20.34,24.39,72.83,77.76,15.92,47.14,,,23.21,,,42.15,,13.59,37.95,,,,,,,,21.82,46.16,23.31,,,,23.77,18.3,39.5,57.51,,15.97,,23.7,,8.64,46.93,,,,41.84,79.43,44.83,109.32,111.11,,59.32,4.03,,,,,,,,41.81,,,,,,,,,,,18.96,,,,,
12/18/2009,298.2,27.92,128.48,30.36,9.54,11.11,8.28,19.63,127.91,9.05,23.33,37.34,24.61,27.32,31.95,16.97,40.95,15.03,100899,64.37,61.55,28.65,52.85,28.46,59.48,31.14,62.17,11.84,37.4,31.54,22.24,25.48,68.21,76.9,15.59,49.23,,,21.42,,,42.32,,13.75,37.34,,,,,,,,21.16,45.92,23.57,,,,23.62,18.3,34,57.19,,16.11,,24.65,,8.78,48.24,,,,42.1,79.53,45.61,108.95,110.21,,58.43,3.92,,,,,,,,41.44,,,,,,,,,,,21.41,,,,,
12/25/2009,309.23,29.86,138.47,31,10.05,11.27,8.87,20.33,130.57,9.91,23.96,37.17,25.88,28.1,32.29,18.17,41.89,15.25,98895,64.7,61.28,29.17,53.6,28.72,60.96,32.04,63.42,11.83,36.99,31.68,21.57,25.54,68.66,77.43,15.44,56.86,,,21.5,,,43.8,,15.12,39.89,,,,,,,,22.08,45.4,25.48,,,,25.23,18.6,33.5,58.33,,16.31,,25.36,,10.16,48.65,,,,43.77,78.66,47.26,108.36,112.48,,60.4,4.16,,,,,,,,41.6,,,,,,,,,,,23.2,,,,,
01/01/2010,309.98,30.1,134.52,30.48,9.9,11.44,8.82,20.4,130.9,9.68,23.94,36.78,25.41,28.03,32.25,18.44,41.67,15.06,99200,64.41,60.63,28.93,53.45,28.5,60.8,31.9,62.44,11.53,36.54,30.48,21.87,25.6,68.19,76.99,15.13,55.12,,,21.64,,,43,,15.05,39.35,,,,,,,,22.07,45.96,25.49,,,,25.11,18.19,33.1,56.99,,16.52,,25.06,,10.38,48.37,,,,42.38,78.59,45.92,107.31,111.44,,59.17,4.34,,,,,,,,41.12,,,,,,,,,,,24.18,,,,,
01/08/2010,301.01,30.28,133.52,30.66,9.89,11.1,8.89,20.83,130.85,9.43,24.66,36.69,26.26,27.1,31.88,18.54,44.68,16.78,100300,64.21,60.44,28.98,53.33,27.58,60.77,31.18,61.84,11.64,37.7,32.7,21.75,25.4,69.52,79.47,16.6,65.34,,,22.27,,,46.01,,16.14,44.36,,,,,,,,23.13,47.2,27.3,,,,24.58,18.68,35.9,60.34,,16.43,,25,,10.38,50.07,,,,45.25,78.9,46,111.37,114.57,,59.28,4.36,,,,,,,,40.43,,,,,,,,,,,24.37,,,,,
01/15/2010,290,29.42,127.14,30.86,9.46,10.6,7.99,20.8,131.78,8.84,24.4,35.87,26.08,25.79,30.6,17.16,43.68,16.26,97500,64.56,60.82,28.57,53.68,28.15,62.29,31.54,62.28,11.64,39.47,33.75,21.54,26.27,69.11,79.23,16.44,62.04,,,22.76,,,45.37,,15.57,42.71,,,,,,,,22.96,46.4,26.56,,,,23.51,19.49,34.2,60.12,,16.1,,23.52,,10.13,50.17,,,,45.92,79.29,45.71,110.86,113.64,,58.79,4.51,,,,,,,,46.77,,,,,,,,,,,23.88,,,,,
01/22/2010,275,28.25,121.43,28.96,9.92,10.09,7.67,19.91,125.5,7.88,22.97,34.38,25.1,25.39,29.98,16.14,39.16,14.9,105000,63.2,60.31,27.72,52.94,27.12,60.39,30.92,63.39,11.46,38.87,33.16,20.68,25.18,66.1,74.59,16.11,55,,,23.04,,,40.79,,15.02,39.53,,,,,,,,21.58,44.24,24.58,,,,22.2,18.96,32.5,54.25,,15.75,,23.84,,9.13,50.38,,,,41.58,79.5,43.8,107.17,109.21,,57.07,3.77,,,,,,,,41.69,,,,,,,,,,,25.97,,,,,
01/29/2010,264.97,27.44,125.41,28.18,9.69,10.16,7.21,19.4,122.39,7.46,22.47,32.3,23.79,25.36,29.55,15.89,38.94,15.18,114600,62.86,61.55,28.01,53.43,27.13,59.62,30.52,62.43,10.9,38.18,33,20.51,24.99,64.43,72.12,16.08,44.43,,,24.14,,,40.61,,14.12,38.58,,,,,,,,20.91,43.12,24.45,,,,20.3,18.66,33.2,52.24,,15.94,,23.58,,8.72,51.27,,,,45.41,79.6,43.43,105.96,107.39,,57.43,3.76,,,,,,,,41.17,,,,,,,,,,,26.66,,,,,
02/05/2010,265.64,27.92,117.39,28.02,9.56,9.56,7.49,19.47,123.52,7.35,23.7,32.77,23.07,25.24,29.54,15.52,38.3,15,110000.1,62.64,61.3,27.98,53.45,26.55,59.51,28.84,63.37,10.85,36.73,32.54,20.64,22.07,64.8,71.18,15.79,44.78,,,23.19,,,39.7,,13.14,37.77,,,,,,,,20.23,42.16,24.77,,,,18.77,17.96,32.2,51.75,,15.43,,23.62,,8.7,49.3,,,,44.4,79.58,43.57,104.68,106.66,,58.58,3.52,,,,,,,,44.88,,,,,,,,,,,25.73,,,,,
02/12/2010,266.56,28.63,119.66,27.93,9.16,9.71,8.02,20.43,124,7.87,23.76,31.45,24.22,25.07,30.07,16.27,38.95,14.45,114000,62.72,61.76,29,52.9,26.99,60.92,29.33,63.59,11.3,36.92,32.18,21.2,22.55,64.8,71.01,15.55,47.98,,,23.51,,,41.51,,14.18,39.58,,,,,,,,21.06,43.6,25.48,,,,22.47,17.8,31.8,56.2,,15.62,,24.56,,8.44,48.64,,,,46.54,79.23,43.24,107.04,108.04,,59.28,3.75,,,,,,,,48.8,,,,,,,,,,,29.27,,,,,
02/19/2010,270.38,28.81,117.52,28.77,9.86,10.02,8.21,20.82,127.19,7.93,24.36,33.88,25.99,25.1,31.23,17.23,40.03,15.88,117750,63.81,63.45,30.15,53.49,27.86,62.66,30.03,64.74,11.68,37.49,31.94,21.7,22.26,65.87,74.05,16.17,53.29,,,24.42,,,43.54,,14.55,41.63,,,,,,,,21.34,43.76,26.04,,,,22.22,17.99,34.2,58.25,,16.09,,25.71,,8.9,50.73,,,,48.5,79.04,45.41,109.47,111.14,,61.14,3.74,,,,,,,,50.02,,,,,,,,,,,26.29,,,,,
02/26/2010,263.39,29.23,118.4,28.67,9.69,9.75,7.96,20.53,127.16,7.91,24.33,34.65,27.88,24.81,31.24,16.99,41.97,16.66,119800,63,63.28,31.2,54.07,26.36,62.47,29.44,63.85,11.46,36.88,33.86,21.32,22.44,65,72.3,16.06,52.94,,,23.81,,,44.39,,14.33,40.32,,,,,,,,21.37,44.04,25.11,,,,20.75,17.55,34,57.05,,16.9,,25.83,,9.06,51.52,,,,49.51,79.61,45.8,109.43,110.74,,60.97,3.9,,,,,,,,51.87,,,,,,,,,,,24.46,,,,,
