date,Alphabet,Apple,Amazon,Microsoft,eBay,Taiwan_Semicon,ON_Semiconductor,Intel,IBM,AMD,Cisco_Systems,Adobe_Systems,AutoDesk,AT&T,Disney,SalesForce,JP_Morgan,Bank of America,Berkshire Hathaway,Johnson&Johnson,P&G,Home Depot,Walmart,Cocal Cola,Pepsico,Unilever,McDonald's,Starbucks,Merck,United Health,Visa,Master Card,Exxon Mobil,Chevron,General Electronics,US Steel,Tesla,Alibaba,Gilead Sciences,Twitter,GoPro,Tiffany & Co,Shake Shack,Lululemon,DuPont,Splunk,Atlassian,Okta,Pluralsight,Zscaler,DocuSign,MongoDB,WisdomTree India,iShares Singapore,Vietnam(VNM),iShares Indonesia,iShares Philippin,ChinaAMC,AIG,Pfizer,Citigroup,Caterpillar,NVIDIA,Nike,PayPal,Xilinx,Square,Micron Tech,Target,Workday,TWLIO,Roku,VMware,US Bond ETF,US REIT ETF,Gold Shares,SP500,Match,Costco,Tencent,NIO,Uber,Lyft,Slack,Kura Sushi,Crowd Strike,Zoom Technology,Baidu,Pinterest,Pinduoduo,IQIYI,Momo,Luckin Coffee,Beyond Meat,Guardant Health,CRISPR Therapeautics,10x Genomics,Moderna,Regeneron,Blue Apron,Shopify,ServiceNow,Datadog,Livongo Health
,GOOG,AAPL,AMZN,MSFT,EBAY,TSM,ON,INTC,IBM,AMD,CSCO,ADBE,ADSK,T,DIS,CRM,JPM,BAC,BRK.A,JNJ,PG,HD,WMT,KO,PEP,UL,MCD,SBUX,MRK,UNH,V,MA,XOM,CVX,GE,X,TSLA,BABA,GILD,TWTR,GPRO,TIF,SHAK,LULU,DD,SPLK,TEAM,OKTA,PS,ZS,DOCU,MDB,EPI,EWS,VNM,EIDO,EPHE,PEK,AIG,PFE,C,CAT,NVDA,NKE,PYPL,XLNX,SQ,MU,TGT,WDAY,TWLO,ROKU,VMW,BND,IYR,GLD,SPY,MTCH,COST,TCEHY,NIO,UBER,LYFT,WORK,KRUS,CRWD,ZOOM,BIDU,PINS,PDD,IQ,MOMO,LK,BYND,GH,CRSP,TXG,MRNA,REGN,APRN,SHOP,NOW,DDOG,LVGO
01/03/2003,,1.06,20.52,26.9,7.36,6.78,1.5,16.54,81.65,6.94,13.91,13.15,7.1,28.88,17.36,,25.94,35.12,72000,56.81,43.43,21.38,50,22.37,43.4,21.23,16.12,5.28,58.99,21.65,,,35.5,34.17,25.4,13.63,,,4.44,,,24.54,,,43.22,,,,,,,,,17.16,,,,,1007.26,31.78,361.1,23.72,,5.64,,22.94,,10.16,30.15,,,,,,39.03,,91.35,,28.25,,,,,,,,,,,,,,,,,,,,18.56,,,,,
01/10/2003,,1.05,21.32,27.96,7.72,7.28,1.84,17.42,87.68,7.41,15.22,14.33,7.46,28.8,18.15,,27.09,35.9,70500,57.2,43.07,21.58,51.62,22.6,42.86,21.21,17.24,5.22,59.81,20.86,,,35.24,34.31,25.65,14.7,,,4.63,,,26.05,,,43.71,,,,,,,,,17.36,,,,,1035.58,30.8,374.6,23.71,,5.94,,25.75,,10.29,31.2,,,,,,38.35,,93.06,,30.58,,,,,,,,,,,,,,,,,,,,19.29,,,,,
01/17/2003,,1.01,21.4,25.73,7.88,6.9,1.47,16.34,81.3,6.03,14.13,12.93,7.55,27.28,17.8,,26.19,35.74,69200,54.79,43.52,22.43,49.97,22.55,43.65,20.41,15.45,5.02,58.34,21.09,,,34.72,34.06,24.88,17.18,,,4.54,,,24.97,,,43.81,,,,,,,,,18.04,,,,,1037.42,30.04,368,23.53,,5.63,,22.59,,9.16,29.67,,,,,,37.17,,90.66,,30.07,,,,,,,,,,,,,,,,,,,,21.27,,,,,
01/24/2003,,0.99,22.11,24.93,7.92,7.04,1.34,15.85,78.99,5.43,13.86,12.94,7.53,24.54,17.1,,23.81,34.81,68500,53.61,42.11,21.26,47.3,21.42,41.06,19.5,14.9,5.74,53.55,21.2,,,32.69,31.77,23.06,15.52,,,4.37,,,23.72,,,42.01,,,,,,,,,17.84,,,,,938.91,30.25,357.9,21.96,,5.43,,20.86,,8.23,27.7,,,,,,36.88,,86.38,,28.9,,,,,,,,,,,,,,,,,,,,20.63,,,,,
01/31/2003,,1.03,21.85,23.73,7.91,6.09,1.28,15.7,78.2,5.24,13.37,13.21,7.47,24.44,17.5,,23.34,35.03,67600,53.61,42.79,20.9,47.8,20.23,40.48,19.58,14.24,5.68,55.39,21.98,,,34.15,32.2,23.14,14.35,,,4.36,,,23.25,,,41.38,,,,,,,,,16.56,,,,,906.74,30.36,343.8,21.99,,5.57,,19.79,,8.21,28.21,,,,,,37.23,,86.06,,28.87,,,,,,,,,,,,,,,,,,,,18.73,,,,,
02/07/2003,,1.01,21.44,23.29,7.61,6.08,1.27,15.05,77.1,5.04,12.85,13.07,7,25.18,16.35,,21.98,33.97,64200,51.84,41.99,21.31,46.79,19.77,39.01,18.61,13.55,5.5,53.56,21.16,,,33.35,31.86,22.7,12.15,,,4.23,,,22.96,,,40.2,,,,,,,,,16.56,,,,,782.42,29.3,329.1,21.32,,5.3,,18.7,,7.61,26.8,,,,,,37.05,,83.42,,28.52,,,,,,,,,,,,,,,,,,,,17.89,,,,,
02/14/2003,,1.05,20.06,24.15,7.89,6.23,1.18,16.15,77.45,5.1,13.68,13.72,7,23.35,16.73,,21.85,34.44,61200,51.75,41.85,21.35,49.15,20.4,39.86,19.39,13.62,5.63,53.91,20,,,33.44,31.87,22.48,12.38,,,4.13,,,23.11,,,39.42,,,,,,,,,16.4,,,,,827.49,28.56,325.4,21.63,,5.64,,20.92,,7.2,27.69,,,,,,36.61,,84.15,,28.92,,,,,,,,,,,,,,,,,,,,17.25,,,,,
02/21/2003,,1.07,21.78,24.61,8.24,6.79,1.4,16.78,79.95,5.39,14.67,14.56,7.2,20.73,17.02,,22.88,35.18,63100,53.48,42.12,22.41,48.9,20.32,39.4,19.64,13.58,5.83,53.81,20.55,,,34.18,32.03,23.8,12.37,,,4.2,,,23.12,,,40.1,,,,,,,,,17,,,,,851.28,28.94,332,23.27,,5.8,,23.04,,7.52,28.48,,,,,,37.79,,85.18,,30,,,,,,,,,,,,,,,,,,,,17.5,,,,,
02/28/2003,,1.07,22.01,23.7,8.25,6.45,1.41,17.26,77.95,5.49,13.98,13.75,7.25,20.8,17.06,,22.68,34.62,61700,52.45,40.93,23.45,48.06,20.11,38.32,19.53,13.61,5.86,52.75,20.73,,,34.02,32.09,24.05,11.62,,,4.25,,,23.97,,,38.88,,,,,,,,,16.4,,,,,825.81,29.82,333.4,23.5,,5.8,,22.9,,7.99,28.65,,,,,,37.95,,84.9,,30.52,,,,,,,,,,,,,,,,,,,,18.34,,,,,
03/07/2003,,1.04,22.97,23.56,8.41,6.33,1.36,16.01,77.9,5.25,13.24,13.51,7.05,20.49,15.72,,22.29,34.49,64800,55.3,40.48,22.52,48.12,18.85,38.5,19.22,12.82,5.73,52.36,21.35,,,34.79,32.63,24.3,11.35,,,4.6,,,23.06,,,37.05,,,,,,,,,16.04,,,,,802.19,29.98,331.6,22.9,,6.14,,22.73,,7.6,26.75,,,,,,37.25,,83.32,,29.15,,,,,,,,,,,,,,,,,,,,17.75,,,,,
03/14/2003,,1.06,24.71,24.86,8.83,7,1.26,17.17,79,5.77,13.4,15.4,7.34,20.85,16.42,,21.26,33.66,68100,55.19,41.7,22.99,49.36,19.95,39,19.12,13.54,6.07,50.8,20.91,,,34.39,32.1,25.65,10.09,,,4.91,,,24.64,,,38.83,,,,,,,,,15.72,,,,,820.29,28.95,337.5,23.51,,6.22,,25.38,,7.85,27.28,,,,,,36.89,,84.13,,29.59,,,,,,,,,,,,,,,,,,,,19.83,,,,,
03/21/2003,,1.07,27.93,26.57,9.45,7.72,1.43,18.9,84.9,7.15,13.9,16.04,7.78,21.64,18.74,,24.65,35.25,68700,58.67,44.45,25.78,54.67,21.13,41.5,20.87,14.65,6.59,56.5,22.48,,,36,33,28,11.11,,,5.19,,,26.92,,,42.75,,,,,,,,,17.32,,,,,912.77,31.96,372,26.28,,6.66,,26.73,,8.88,30.73,,,,,,39.2,,89.67,,31.23,,,,,,,,,,,,,,,,,,,,20.46,,,,,
03/28/2003,,1.04,27.18,24.67,9.4,6.73,1.28,17.22,80.85,6.22,13.22,15.9,7.89,20.24,17.69,,24.45,34.29,65300,57.38,44.32,24.63,53.13,20.36,39.9,20.79,14.84,6.47,55.35,23.04,,,36.03,32.63,26.03,10.1,,,5.25,,,25.18,,,40.27,,,,,,,,,16.92,,,,,835.2,31.81,354.2,25.12,,6.63,,24.3,,8.72,29.56,,,,,,38.53,,86.71,,30.43,,,,,,,,,,,,,,,,,,,,17.31,,,,,
04/04/2003,,1.03,26.22,25.09,9.34,6.81,1.17,17.05,80.79,7.1,13.71,16.1,8.09,21.9,17.44,,25.58,35,69200,57.84,45.08,26.43,54.6,20.95,38.64,21.01,14.55,6.3,57.2,23.08,,,35.52,32.47,27.63,10.35,,,5.52,,,26.82,,,41.07,,,,,,,,,16.64,,,,,899.03,32.8,372.3,25.74,,6.44,,24.19,,8.72,30.94,,,,,,39.03,,88.22,,31.57,,,,,,,,,,,,,,,,,,,,6.71,,,,,
04/11/2003,,0.94,25.75,24.2,9.29,6.71,1.1,16.76,78.75,7.15,13.21,16.18,7.85,20.71,17.84,,25.59,35.67,70000,57.38,44.6,25.9,52.98,20.72,40.27,21.5,15.78,6.38,55.42,23.23,,,34.33,31.78,27.36,11.57,,,5.23,,,27.21,,,40,,,,,,,,,16.64,,,,,888.48,31.51,373.5,26.49,,6.57,,23.61,,8.37,30.88,,,,,,38.96,,87.15,,33.15,,,,,,,,,,,,,,,,,,,,6.15,,,,,
04/18/2003,,0.94,24.99,25.5,9.49,7.11,1.25,18.66,84.26,8.03,13.95,17.38,7.95,20.6,18.4,,27.31,36.44,71900,55.01,44.63,27.37,55.41,20.2,42.54,21.93,16,6.46,55.89,22.96,,,35.03,32.03,28.49,12.13,,,5.51,,,28.85,,,43.15,,,,,,,,,16.48,,,,,898.7,31.36,390.4,25.99,,6.54,,26.07,,8.99,32.3,,,,,,40.12,,89.56,,34.6,,,,,,,,,,,,,,,,,,,,6.04,,,,,
04/25/2003,,0.95,28.97,25.21,9.83,6.89,1.34,18.28,83.88,7.54,14.34,17.31,7.74,22.12,18.16,,27.96,36.29,70650,56.21,44.57,27.47,55,19.71,42.65,21.23,15.81,5.87,56.75,22.68,,,34.79,31.7,29.11,13.61,,,5.77,,,27.3,,,43.96,,,,,,,,,15.72,,,,,917.29,30.37,384.5,25.97,,6.53,,26.19,,8.69,32.35,,,,,,40.15,,90.23,,33.05,,,,,,,,,,,,,,,,,,,,6.44,,,,,
05/02/2003,,1.03,29.43,26.13,10.02,8.06,1.68,19.05,87.57,7.4,15.27,18.96,7.75,24.01,18.89,,29.86,37.46,70400,56.64,45.08,28.51,56.15,20.5,43.43,19.81,17.59,5.95,59.29,23.16,,,36.04,32.67,29.08,14.6,,,5.91,,,28.3,,,45.98,,,,,,,,,16.96,,,,,967.72,31.55,397,26.18,,6.71,,27.3,,8.71,33.32,,,,,,40.41,,93.21,,34.82,,,,,,,,,,,,,,,,,,,,6.56,,,,,
05/09/2003,,1.31,30.97,26.35,9.96,7.94,1.77,19.58,87.55,7.35,15.95,18.27,8.2,23.67,18.66,,30.08,37,72700,56.34,44.75,29.71,55.8,22,43.69,20.73,17.58,5.81,58.23,23.37,,,35.47,33.78,29,14.3,,,5.84,,,28.55,,,45.53,,,,,,,,,17.76,,,,,942.42,32.65,390.5,26.58,,6.76,,28.81,,9.65,35.27,,,,,,41.45,,93.73,,35.3,,,,,,,,,,,,,,,,,,,,6.57,,,,,
05/16/2003,,1.34,33.05,25.57,10.44,8.14,2.28,19.5,88.99,7.6,16.63,17.97,8.4,24.95,18.44,,31.25,37.08,73550,56.04,45.16,29.19,52.92,21.98,43.3,19.78,18.52,5.88,59.45,23.85,,,35.45,33.65,27.85,15.43,,,5.93,,,30.74,,,45.5,,,,,,,,,17.92,,,,,970.91,33.61,391.5,26.49,,6.61,,28.41,,10.35,34.05,,,,,,41.94,,94.87,,35.52,,,,,,,,,,,,,,,,,,,,7.06,,,,,
05/23/2003,,1.31,32.72,24.22,10.46,7.86,2,18.81,85.26,6.91,15.69,17.32,7.43,25.15,18.24,,30.9,36.88,73850.01,53.09,44.9,30.54,52,22.1,43.56,20.17,17.8,5.86,55.45,23.87,,,35.98,34.22,27.64,15.32,,,6,,,31,,,44.22,,,,,,,,,18.28,,,,,921.31,31.88,390.9,25.5,,6.48,,27.85,,10.03,33.06,,,,,,42.85,,93.57,,34.77,,,,,,,,,,,,,,,,,,,,11.22,,,,,
05/30/2003,,1.28,35.89,24.61,10.7,9.22,2.71,20.82,88.04,7.28,16.41,17.66,7.47,25.46,19.65,,32.86,37.1,71000,54.35,45.91,32.49,52.61,22.79,44.2,20.08,18.73,6.17,55.58,23.99,,,36.4,35.47,28.7,15.75,,,6.53,,,32.76,,,45.29,,,,,,,,,18.72,,,,,969.73,31.02,410.2,26.08,,7,,29.9,,11.32,36.63,,,,,,42.18,,96.95,,37.25,,,,,,,,,,,,,,,,,,,,13.74,,,,,
06/06/2003,,1.23,33.35,23.67,10.2,9.68,2.32,21.76,80.05,6.93,17.36,18.65,7.76,26.42,21.28,,35.13,38.46,72000,52.75,45.4,32.86,53.82,23.45,44.3,20.72,21.06,6.12,59.06,24.47,,,37.34,37.13,30.3,16.33,,,6.53,,,34.14,,,45.39,,,,,,,,,19.6,,,,,976.27,33.09,436.9,27.31,,6.93,,28.58,,12.5,37.79,,,,,,43.5,,99.26,,35.3,,,,,,,,,,,,,,,,,,,,15.86,,,,,
06/13/2003,,1.24,34.13,24.65,10.44,9.1,2.32,21.36,82.75,6.52,17.41,15.78,8.16,25.32,20.35,,34.7,39.24,73300,52.56,45.59,33.56,54.08,23.68,44.74,20.47,21.46,6,59.23,25.23,,,37.93,37.53,30.65,16.64,,,6.73,,,33.17,,,45.07,,,,,,,,,20.24,,,,,975.09,33.08,441,28.03,,6.82,,25.86,,13.08,37,,,,,,42.34,,99.56,,34.87,,,,,,,,,,,,,,,,,,,,17.79,,,,,
06/20/2003,,1.37,35.04,26.33,10.72,9.56,2.49,20.67,84.92,6.79,17.93,15.95,8.13,26.1,20.33,,34.8,39.46,74850.01,54.45,45.62,32.49,54.26,23.24,44.43,20.66,22.02,6.01,62.89,25.3,,,36.89,36.9,30.01,16.85,,,6.72,,,32.28,,,45.29,,,,,,,,,20.88,,,,,968.39,35.57,440.5,28.63,,7,,26.01,,12.68,37.45,,,,,,42,,99.44,,36.09,,,,,,,,,,,,,,,,,,,,15.64,,,,,
06/27/2003,,1.34,36.3,25.63,10.77,9.06,2.67,20.57,83.42,6.38,16.89,16.3,8.11,25.44,19.34,,33.9,39.81,73000,51.54,44.59,32.47,53.8,23.26,43.84,17.96,22.37,6.14,61.02,25.11,,,36.37,36.19,28.62,16.43,,,7.04,,,32.23,,,43.99,,,,,,,,,19.96,,,,,933.04,35,430.1,27.92,,6.64,,25.39,,11.8,37.23,,,,,,42.46,,97.66,,36.01,,,,,,,,,,,,,,,,,,,,16.42,,,,,
07/04/2003,,1.37,37.68,26.45,11.59,9.85,2.69,21.72,83.95,6.71,17.52,16.93,8,26.23,20.07,,34.13,40.01,72100,52.99,44.98,33.4,54.96,23.12,44.03,17.83,22.62,6.63,61.14,25.46,,,36.06,35.97,28.55,15.61,,,7.25,,,32.92,,,43.59,,,,,,,,,19.8,,,,,946.28,34.23,438.8,27.79,,6.69,,26.42,,12.81,37.39,,,,,,43.6,,98.74,,36.11,,,,,,,,,,,,,,,,,,,,15.96,,,,,
07/11/2003,,1.42,37.65,27.31,11.9,9.93,3.09,23.34,84.89,7.2,18.57,17.32,7.98,25.41,20.84,,35.76,41.44,73500,51.88,44.28,33.17,56.53,21.96,47.42,17.83,22.58,6.71,61.44,25.6,,,35.6,36.5,28.12,15.76,,,7.41,,,34.11,,,43.96,,,,,,,,,20.96,,,,,957.67,34.2,461.5,28.69,,6.7,,27.62,,13.9,38.43,,,,,,43.64,,100.24,,36.94,,,,,,,,,,,,,,,,,,,,16.6,,,,,
07/18/2003,,1.49,34.98,26.89,11.59,9.69,3.29,24.66,83.72,7.12,17.89,16.75,7.63,24.18,21.01,,35.33,41.58,71500,52.74,44.9,33.08,57,22.45,47.32,17.93,21.39,6.66,61.77,26.22,,,35.88,36.37,27.78,16.57,,,8.32,,,35.19,,,44.5,,,,,,,,,21.12,,,,,1005.59,33.39,457.4,32.81,,6.5,,25.5,,14.3,38.42,,,,,,43.57,,99.51,,36.61,,,,,,,,,,,,,,,,,,,,15.1,,,,,
07/25/2003,,1.54,41.6,26.89,11.81,9.68,3.51,24.91,83.55,7.16,19.08,16.5,7.38,23.54,21.29,,35.47,41.77,71800,52.23,44.78,32,56.19,22.52,47.13,18.68,21.44,6.68,57.52,27.06,,,35.76,36.37,28.43,15.43,,,8.53,,,34.64,,,48.92,,,,,,,,,21.44,,,,,1083.16,33.04,457.3,32.65,,6.59,,25.55,,14.65,39.1,,,,,,44.1,,100.23,,36.53,,,,,,,,,,,,,,,,,,,,14.75,,,,,
08/01/2003,,1.48,40.03,26.17,11.08,9.92,2.84,25.02,81.27,7.19,19.15,16.3,7.5,23.4,22.52,,33.36,40.37,72000,50.43,43.35,30.8,55.27,22.38,45.35,18.18,22.97,6.78,54.22,26.25,,,35.33,35.53,28.46,15.58,,,8.07,,,33.87,,,49.77,,,,,,,,,20.68,,,,,1053.17,32.68,434.5,33.61,,6.34,,26.93,,15.11,38.01,,,,,,44.45,,98.51,,36.67,,,,,,,,,,,,,,,,,,,,14.56,,,,,
08/08/2003,,1.4,39.15,25.58,10.57,9.27,3.4,23.58,80.88,7.26,17.58,15.89,7.38,23.4,21.84,,32.99,40.65,72400,51.75,44.54,32.72,57.77,22.43,45.46,18.73,23.89,6.55,55.59,24.94,,,36.52,36.4,28.08,16.37,,,7.78,,,34.62,,,48.63,,,,,,,,,20.36,,,,,1042.11,32.97,444,34.1,,6.6,,24.78,,12.96,38.91,,,,,,44.37,,98.28,,29.22,,,,,,,,,,,,,,,,,,,,12.52,,,,,
08/15/2003,,1.41,40.1,25.54,10.84,10.07,3.7,25.05,81.79,7.8,17.79,17.18,7.79,23.23,22.45,,33.66,40.75,75000,51.05,44.56,33.54,58.1,22.51,45.24,18.78,22.98,6.72,53.48,25.61,,,36.83,36.41,28.78,16.85,,,7.79,,,37.8,,,48.13,,,,,,,,,21.76,,,,,1045.46,31.42,449,35.48,,6.91,,26.7,,12.5,37.89,,,,,,44.13,,99.62,,30.95,,,,,,,,,,,,,,,,,,,,13.21,,,,,
08/22/2003,,1.49,45.22,26.22,11.68,11.26,4.19,27.39,82.97,9.91,18.79,18.7,8.84,23.15,21.41,,33.92,39.19,76200,49.54,43.36,32.8,58.4,21.64,43.52,18.33,21.95,6.7,50.27,24.46,,,36.53,35.91,29.88,17.15,,,8.02,,,39.05,,,48.85,,,,,,,,,22.24,,,,,998.38,29.55,431,35.85,,6.84,,29.23,,13.89,38.4,,,,,,44.4,,99.77,,30.89,,,,,,,,,,,,,,,,,,,,14.31,,,,,
08/29/2003,,1.62,46.32,26.52,11.66,11.57,4.79,28.59,82.01,11.29,19.14,19.42,8.95,22.46,20.5,,34.22,39.63,75775,49.58,43.65,32.16,59.17,21.76,44.54,18.12,22.42,7.1,50.32,24.72,,,37.7,36.44,29.57,18.41,,,8.34,,,38.92,,,49.17,,,,,,,,,21.68,,,,,998.05,29.92,433.5,35.92,,7.12,,30.88,,14.36,40.6,,,,,,45,,101.44,,32.25,,,,,,,,,,,,,,,,,,,,15.21,,,,,
09/05/2003,,1.61,46.52,28.38,11.12,12.07,5.28,28.71,86.95,12.1,20.42,18.95,8.95,23,21.19,,34.19,38.08,75499,50.5,45.49,33.76,58.89,22.08,44.33,18.47,23.3,7.2,51,24.8,,,37.97,36.51,31.04,18.41,,,8.36,,,38.95,,,48.15,,,,,,,,,21.84,,,,,987.66,30.51,443.4,35.07,,7.04,,31.08,,14.3,40.01,,,,,,45.89,,102.83,,32.2,,,,,,,,,,,,,,,,,,,,16.88,,,,,
09/12/2003,,1.65,45.68,28.34,11.07,11.84,5.3,28.34,88.7,12.16,20.66,19.77,8.9,23.43,20.24,,34,37.92,75800,51.63,45.96,31.59,57.48,22,45.18,19.33,23.48,7.29,53.5,24.95,,,37.73,36.48,31.53,19.52,,,8.39,,,39.13,,,48.11,,,,,,,,,21.8,,,,,1006.09,31.9,443,34.01,,6.96,,30.3,,13.65,39.03,,,,,,44.99,,102.45,,31.39,,,,,,,,,,,,,,,,,,,,20.73,,,,,
09/19/2003,,1.61,47.58,29.96,11.56,11.37,4.71,29.17,93.28,12.68,21.02,20.69,9,23.86,20.48,,35.49,39.61,76000,50.31,46.34,33.1,58.14,21.59,45.76,19.48,23.92,7.3,52.29,24.98,,,36.99,36.18,31.93,19.6,,,7.5,,,40,,,47.78,,,,,,,,,21.96,,,,,1011.12,31.45,469.9,35.6,,7.69,,31.54,,14.53,39.24,,,,,,45.31,,103.67,,32.58,,,,,,,,,,,,,,,,,,,,20.39,,,,,
09/26/2003,,1.48,48.56,28.19,11.41,10.66,3.81,27.27,89.05,10.87,19.96,20.33,8.56,21.82,20.08,,34.19,39.4,75002,49.18,45.86,31.98,56.8,21.52,45.63,19.57,23.6,7.39,50.83,24.17,,,36.78,35.74,29.87,18.81,,,6.93,,,37.19,,,46.41,,,,,,,,,22.72,,,,,963.37,30.56,453.6,34.13,,7.61,,29.22,,13.65,38.25,,,,,,45.08,,99.95,,31.2,,,,,,,,,,,,,,,,,,,,17.62,,,,,
10/03/2003,,1.55,52.89,29.08,12.07,11.76,4.37,29.61,90.64,11.89,20.76,20.43,9.07,22.61,21.28,,35.17,39.78,76000,50.11,47.45,33.63,57.48,22.02,47.2,19.48,24.26,7.56,50.11,26.3,,,37.75,36.54,30.82,19.6,,,7.35,,,38.77,,,49.06,,,,,,,,,23.92,,,,,1014.47,30.78,471.1,36.69,,7.89,,29.69,,13.66,39.35,,,,,,46.87,,103.39,,32.26,,,,,,,,,,,,,,,,,,,,17.92,,,,,
10/10/2003,,1.69,58.06,28.91,12.72,11.53,4.5,30.43,92.67,13.24,20.79,20.96,9.24,21.95,21.66,,35.52,40.56,75700,49.24,47.8,34.92,58.42,21.92,48,19.46,24.29,7.55,49.48,26.09,,,38.3,36.9,29.32,19.51,,,7.53,,,40.72,,,48.63,,,,,,,,,24.36,,,,,1010.11,30.75,479,37.88,,7.91,,30.68,,12.78,39.57,,,,,,47.38,,104.57,,32.87,,,,,,,,,,,,,,,,,,,,14.04,,,,,
10/17/2003,,1.63,59.69,28.93,11.54,10.91,4.53,31.66,89.23,13.99,20.64,21.23,9.46,22,21.58,,36.34,40.85,77000,50.41,48.1,36.15,58.84,22.53,47.88,19.52,24.15,7.52,48.63,27,,,38.66,36.87,28.55,20.16,,,7.18,,,42.15,,,50.13,,,,,,,,,24.32,,,,,1023.35,30.56,483.8,36.79,,7.98,,29.25,,12.85,39.68,,,,,,47.11,,104.26,,33.31,,,,,,,,,,,,,,,,,,,,13,,,,,
10/24/2003,,1.61,54.51,26.61,11.56,10.3,4.19,31.08,88.42,13.59,19.8,21.01,9.37,22.94,21.8,,34.77,40.93,76200,50.35,48.03,35.6,58.11,22.7,47.98,18.84,24.19,7.57,44.79,27.13,,,37.85,36.56,28.3,20.04,,,7.3,,,43.62,,,52.11,,,,,,,,,23.88,,,,,1008.27,30.84,476,35.53,,7.75,,28.79,,13.19,38.38,,,,,,45.88,,103.58,,33.72,,,,,,,,,,,,,,,,,,,,13.04,,,,,
10/31/2003,,1.64,54.43,26.14,11.77,10.86,4.3,32.95,89.48,15.2,20.93,21.88,9.65,23.98,22.64,,35.9,37.87,77810,50.33,49.15,37.07,58.95,23.2,47.82,19,25,7.9,44.25,25.44,,,36.58,37.15,29.01,23.65,,,6.82,,,47.45,,,53.67,,,,,,,,,23.88,,,,,1019.16,31.6,474,36.64,,7.99,,31.77,,14.34,39.74,,,,,,46.5,,105.3,,35.45,,,,,,,,,,,,,,,,,,,,13.84,,,,,
11/07/2003,,1.61,54.31,26.1,11.81,11.22,4.59,33.87,88.26,17.01,22.34,22.52,10.13,22.96,23.4,,36.04,38.08,80000,48.81,48.41,37.37,58.42,23.32,47.49,19.34,26.01,8.13,43.93,23.93,,,35.56,37.28,28.12,24.4,,,6.68,,,47.21,,,53.6,,,,,,,,,24.36,,,,,976.44,31.77,477.5,36.28,,7.88,,34.04,,14.22,38.86,,,,,,47.77,,105.61,,34.49,,,,,,,,,,,,,,,,,,,,13,,,,,
11/14/2003,,1.53,52.45,25.5,11.44,10.69,5.11,32.8,90.25,17.86,22.26,20.55,10.21,23.61,23.07,,35.46,37.36,81790,52.12,47.86,36.19,55,23.35,47.33,19.47,25.68,8.02,46.58,24.84,,,36,37.14,27.88,23.27,,,6.78,,,43.36,,,53.18,,,,,,,,,23.96,,,,,976.94,34.08,464.3,36.31,,7.73,,34.63,,13.04,38.64,,,,,,48.45,,105.46,,34.16,,,,,,,,,,,,,,,,,,,,12.98,,,,,
11/21/2003,,1.45,48.58,25.11,10.91,10.51,5.2,32.32,88.63,16.8,22.17,19.68,11.27,23.03,22.58,,35,37.17,82650,50.88,47.88,35.66,54.81,23.21,47.51,19.36,24.97,7.63,42.21,25.86,,,35.34,36.74,28.56,22.9,,,7.1,,,42.43,,,51.84,,,,,,,,,22.48,,,,,948.12,33.18,463.4,36.45,,7.91,,36.06,,12.5,37.75,,,,,,47.1,,104.21,,34.11,,,,,,,,,,,,,,,,,,,,12.23,,,,,
11/28/2003,,1.49,53.97,25.71,11.76,10.68,6.58,33.54,90.54,17.97,22.7,20.66,11.59,23.28,23.09,,35.4,37.72,83750,49.3,48.12,36.76,55.64,23.25,48.12,19.58,25.63,8.04,40.6,26.95,,,36.2,37.55,28.67,24.85,,,7.34,,,45.35,,,53.47,,,,,,,,,23.88,,,,,970.91,33.57,470.3,38.03,,8.41,,37.59,,13.01,38.72,,,,,,48.52,,106.45,,35.82,,,,,,,,,,,,,,,,,,,,12.88,,,,,
12/05/2003,,1.49,51.56,25.98,11.76,10.6,6.2,32.1,90.64,16.07,23.75,19.45,11.77,24.39,21.67,,34.96,37.56,84095,49.16,48.26,34.72,53.48,23.45,48.5,19.39,25.99,7.96,43.07,26.68,,,36.78,39,29.1,26.13,,,7.2,,,42.6,,,55.04,,,,,,,,,23.68,,,,,982.3,34.2,465.8,38.25,,8.19,,35.53,,12.12,39.19,,,,,,48.81,,106.85,,35.82,,,,,,,,,,,,,,,,,,,,13,,,,,
12/12/2003,,1.49,50.99,26.65,12.14,9.92,6.25,30.86,92.71,15.27,24.09,20.1,12.33,24.56,22.82,,35.09,37.92,83600,49.39,48.41,34.65,52.5,24.69,46.88,19.57,25.78,7.93,43.65,27.24,,,38.06,40.13,30.11,30.42,,,7,,,43.25,,,56.76,,,,,,,,,24.04,,,,,1040.77,34.4,475.5,39.01,,8.05,,37,,12.14,38.77,,,,,,49.42,,108.14,,35.91,,,,,,,,,,,,,,,,,,,,13,,,,,
12/19/2003,,1.41,49.24,27.36,12.91,9.72,6.36,30.57,93.14,14.26,23.79,19.44,12.26,25.24,23.23,,35.78,39.5,83400,50.1,48.76,35.5,52.35,25.05,47.17,20.11,24.3,8.02,44.36,28.03,,,39.6,41.64,30.89,33.32,,,7.43,,,43.38,,,57.75,,,,,,,,,23.64,,,,,1081.82,34.27,482.7,42.38,,8.37,,37.59,,12.33,38.01,,,,,,49.14,,109.72,,36.59,,,,,,,,,,,,,,,,,,,,13.33,,,,,
