date,NASDAQ
,IXIC
2004-07-01,2015.550049
2004-07-02,2006.660034
2004-07-06,1963.430054
2004-07-07,1966.079956
2004-07-08,1935.319946
2004-07-09,1946.329956
2004-07-12,1936.920044
2004-07-13,1931.660034
2004-07-14,1914.880005
2004-07-15,1912.709961
2004-07-16,1883.150024
2004-07-19,1883.829956
2004-07-20,1917.069946
2004-07-21,1874.369995
2004-07-22,1889.060059
2004-07-23,1849.089966
2004-07-26,1839.02002
2004-07-27,1869.099976
2004-07-28,1858.26001
2004-07-29,1881.060059
2004-07-30,1887.359985
2004-08-02,1892.089966
2004-08-03,1859.420044
2004-08-04,1855.060059
2004-08-05,1821.630005
2004-08-06,1776.890015
2004-08-09,1774.640015
2004-08-10,1808.699951
2004-08-11,1782.420044
2004-08-12,1752.48999
2004-08-13,1757.219971
2004-08-16,1782.839966
2004-08-17,1795.25
2004-08-18,1831.369995
2004-08-19,1819.890015
2004-08-20,1838.02002
2004-08-23,1838.699951
2004-08-24,1836.890015
2004-08-25,1860.719971
2004-08-26,1852.920044
2004-08-27,1862.089966
2004-08-30,1836.48999
2004-08-31,1838.099976
2004-09-01,1850.410034
2004-09-02,1873.430054
2004-09-03,1844.47998
2004-09-07,1858.560059
2004-09-08,1850.640015
2004-09-09,1869.650024
2004-09-10,1894.310059
2004-09-13,1910.380005
2004-09-14,1915.400024
2004-09-15,1896.52002
2004-09-16,1904.079956
2004-09-17,1910.089966
2004-09-20,1908.069946
2004-09-21,1921.180054
2004-09-22,1885.709961
2004-09-23,1886.430054
2004-09-24,1879.47998
2004-09-27,1859.880005
2004-09-28,1869.869995
2004-09-29,1893.939941
2004-09-30,1896.839966
2004-10-01,1942.199951
2004-10-04,1952.400024
2004-10-05,1955.5
2004-10-06,1971.030029
2004-10-07,1948.52002
2004-10-08,1919.969971
2004-10-11,1928.76001
2004-10-12,1925.170044
2004-10-13,1920.530029
2004-10-14,1903.02002
2004-10-15,1911.5
2004-10-18,1936.52002
2004-10-19,1922.900024
2004-10-20,1932.969971
2004-10-21,1953.619995
2004-10-22,1915.140015
2004-10-25,1914.040039
2004-10-26,1928.790039
2004-10-27,1969.98999
2004-10-28,1975.73999
2004-10-29,1974.98999
2004-11-01,1979.869995
2004-11-02,1984.790039
2004-11-03,2004.329956
2004-11-04,2023.630005
2004-11-05,2038.939941
2004-11-08,2039.25
2004-11-09,2043.329956
2004-11-10,2034.560059
2004-11-11,2061.27002
2004-11-12,2085.340088
2004-11-15,2094.090088
2004-11-16,2078.620117
2004-11-17,2099.679932
2004-11-18,2104.280029
2004-11-19,2070.629883
2004-11-22,2085.189941
2004-11-23,2084.280029
2004-11-24,2102.540039
2004-11-26,2101.969971
2004-11-29,2106.870117
2004-11-30,2096.810059
2004-12-01,2138.22998
2004-12-02,2143.570068
2004-12-03,2147.959961
2004-12-06,2151.25
2004-12-07,2114.659912
2004-12-08,2126.110107
2004-12-09,2129.01001
2004-12-10,2128.070068
2004-12-13,2148.5
2004-12-14,2159.840088
2004-12-15,2162.550049
2004-12-16,2146.149902
2004-12-17,2135.199951
2004-12-20,2127.850098
2004-12-21,2150.909912
2004-12-22,2157.030029
2004-12-23,2160.620117
2004-12-27,2154.219971
2004-12-28,2177.189941
2004-12-29,2177
2004-12-30,2178.340088
2004-12-31,2175.439941
2005-01-03,2152.149902
2005-01-04,2107.860107
2005-01-05,2091.23999
2005-01-06,2090
2005-01-07,2088.610107
2005-01-10,2097.040039
2005-01-11,2079.620117
2005-01-12,2092.530029
2005-01-13,2070.560059
2005-01-14,2087.909912
2005-01-18,2106.040039
2005-01-19,2073.590088
2005-01-20,2045.880005
2005-01-21,2034.27002
2005-01-24,2008.699951
2005-01-25,2019.949951
2005-01-26,2046.089966
2005-01-27,2047.150024
2005-01-28,2035.829956
2005-01-31,2062.409912
2005-02-01,2068.699951
2005-02-02,2075.060059
2005-02-03,2057.639893
2005-02-04,2086.659912
2005-02-07,2082.030029
2005-02-08,2086.679932
2005-02-09,2052.550049
2005-02-10,2053.100098
2005-02-11,2076.659912
2005-02-14,2082.909912
2005-02-15,2089.209961
2005-02-16,2087.429932
2005-02-17,2061.340088
2005-02-18,2058.620117
2005-02-22,2030.319946
2005-02-23,2031.25
2005-02-24,2051.699951
2005-02-25,2065.399902
2005-02-28,2051.719971
2005-03-01,2071.25
2005-03-02,2067.5
2005-03-03,2058.399902
2005-03-04,2070.610107
2005-03-07,2090.209961
2005-03-08,2073.550049
2005-03-09,2061.290039
2005-03-10,2059.719971
2005-03-11,2041.599976
2005-03-14,2051.040039
2005-03-15,2034.97998
2005-03-16,2015.75
2005-03-17,2016.420044
2005-03-18,2007.790039
2005-03-21,2007.51001
2005-03-22,1989.339966
2005-03-23,1990.219971
2005-03-24,1991.060059
2005-03-28,1992.52002
2005-03-29,1973.880005
2005-03-30,2005.670044
2005-03-31,1999.22998
2005-04-01,1984.810059
2005-04-04,1991.069946
2005-04-05,1999.319946
2005-04-06,1999.140015
2005-04-07,2018.790039
2005-04-08,1999.349976
2005-04-11,1992.119995
2005-04-12,2005.400024
2005-04-13,1974.369995
2005-04-14,1946.709961
2005-04-15,1908.150024
2005-04-18,1912.920044
2005-04-19,1932.359985
2005-04-20,1913.76001
2005-04-21,1962.410034
2005-04-22,1932.189941
2005-04-25,1950.780029
2005-04-26,1927.439941
2005-04-27,1930.430054
2005-04-28,1904.180054
2005-04-29,1921.650024
2005-05-02,1928.650024
2005-05-03,1933.069946
2005-05-04,1962.22998
2005-05-05,1961.800049
2005-05-06,1967.349976
2005-05-09,1979.670044
2005-05-10,1962.77002
2005-05-11,1971.550049
2005-05-12,1963.880005
2005-05-13,1976.780029
2005-05-16,1994.430054
2005-05-17,2004.150024
2005-05-18,2030.650024
2005-05-19,2042.579956
2005-05-20,2046.420044
2005-05-23,2056.649902
2005-05-24,2061.620117
2005-05-25,2050.120117
2005-05-26,2071.23999
2005-05-27,2075.72998
2005-05-31,2068.219971
2005-06-01,2087.860107
2005-06-02,2097.800049
2005-06-03,2071.429932
2005-06-06,2075.76001
2005-06-07,2067.159912
2005-06-08,2060.179932
2005-06-09,2076.909912
2005-06-10,2063
2005-06-13,2068.959961
2005-06-14,2069.040039
2005-06-15,2074.919922
2005-06-16,2089.149902
2005-06-17,2090.110107
2005-06-20,2088.129883
2005-06-21,2091.070068
2005-06-22,2092.030029
2005-06-23,2070.659912
2005-06-24,2053.27002
2005-06-27,2045.199951
2005-06-28,2069.889893
2005-06-29,2068.889893
2005-06-30,2056.959961
2005-07-01,2057.370117
2005-07-05,2078.75
2005-07-06,2068.649902
2005-07-07,2075.659912
2005-07-08,2112.879883
2005-07-11,2135.429932
2005-07-12,2143.149902
2005-07-13,2144.110107
2005-07-14,2152.820068
2005-07-15,2156.780029
2005-07-18,2144.870117
2005-07-19,2173.179932
2005-07-20,2188.570068
2005-07-21,2178.600098
2005-07-22,2179.73999
2005-07-25,2166.73999
2005-07-26,2175.98999
2005-07-27,2186.219971
2005-07-28,2198.439941
2005-07-29,2184.830078
2005-08-01,2195.379883
2005-08-02,2218.149902
2005-08-03,2216.810059
2005-08-04,2191.320068
2005-08-05,2177.909912
2005-08-08,2164.389893
2005-08-09,2174.189941
2005-08-10,2157.810059
2005-08-11,2174.550049
2005-08-12,2156.899902
2005-08-15,2167.040039
2005-08-16,2137.060059
2005-08-17,2145.149902
2005-08-18,2136.080078
2005-08-19,2135.560059
2005-08-22,2141.409912
2005-08-23,2137.25
2005-08-24,2128.909912
2005-08-25,2134.370117
2005-08-26,2120.77002
2005-08-29,2137.649902
2005-08-30,2129.76001
2005-08-31,2152.090088
2005-09-01,2147.899902
2005-09-02,2141.070068
2005-09-06,2166.860107
2005-09-07,2172.030029
2005-09-08,2166.030029
2005-09-09,2175.51001
2005-09-12,2182.830078
2005-09-13,2171.75
2005-09-14,2149.330078
2005-09-15,2146.149902
2005-09-16,2160.350098
2005-09-19,2145.26001
2005-09-20,2131.330078
2005-09-21,2106.639893
2005-09-22,2110.780029
2005-09-23,2116.840088
2005-09-26,2121.459961
2005-09-27,2116.419922
2005-09-28,2115.399902
2005-09-29,2141.219971
2005-09-30,2151.689941
2005-10-03,2155.429932
2005-10-04,2139.360107
2005-10-05,2103.02002
2005-10-06,2084.080078
2005-10-07,2090.350098
2005-10-10,2078.919922
2005-10-11,2061.090088
2005-10-12,2037.469971
2005-10-13,2047.219971
2005-10-14,2064.830078
2005-10-17,2070.300049
2005-10-18,2056
2005-10-19,2091.23999
2005-10-20,2068.110107
2005-10-21,2082.209961
2005-10-24,2115.830078
2005-10-25,2109.449951
2005-10-26,2100.050049
2005-10-27,2063.810059
2005-10-28,2089.879883
2005-10-31,2120.300049
2005-11-01,2114.050049
2005-11-02,2144.310059
2005-11-03,2160.219971
2005-11-04,2169.429932
2005-11-07,2178.23999
2005-11-08,2172.070068
2005-11-09,2175.810059
2005-11-10,2196.679932
2005-11-11,2202.469971
2005-11-14,2200.949951
2005-11-15,2186.73999
2005-11-16,2187.929932
2005-11-17,2220.459961
2005-11-18,2227.070068
2005-11-21,2241.669922
2005-11-22,2253.560059
2005-11-23,2259.97998
2005-11-25,2263.01001
2005-11-28,2239.370117
2005-11-29,2232.709961
2005-11-30,2232.820068
2005-12-01,2267.169922
2005-12-02,2273.370117
2005-12-05,2257.639893
2005-12-06,2260.76001
2005-12-07,2252.01001
2005-12-08,2246.459961
2005-12-09,2256.72998
2005-12-12,2260.949951
2005-12-13,2265
2005-12-14,2262.590088
2005-12-15,2260.629883
2005-12-16,2252.47998
2005-12-19,2222.73999
2005-12-20,2222.419922
2005-12-21,2231.659912
2005-12-22,2246.48999
2005-12-23,2249.419922
2005-12-27,2226.889893
2005-12-28,2228.939941
2005-12-29,2218.159912
2005-12-30,2205.320068
2006-01-03,2243.73999
2006-01-04,2263.459961
2006-01-05,2276.870117
2006-01-06,2305.620117
2006-01-09,2318.689941
2006-01-10,2320.320068
2006-01-11,2331.360107
2006-01-12,2316.689941
2006-01-13,2317.040039
2006-01-17,2302.689941
2006-01-18,2279.639893
2006-01-19,2301.810059
2006-01-20,2247.699951
2006-01-23,2248.469971
2006-01-24,2265.25
2006-01-25,2260.649902
2006-01-26,2283
2006-01-27,2304.22998
2006-01-30,2306.780029
2006-01-31,2305.820068
2006-02-01,2310.560059
2006-02-02,2281.570068
2006-02-03,2262.580078
2006-02-06,2258.800049
2006-02-07,2244.959961
2006-02-08,2266.97998
2006-02-09,2255.870117
2006-02-10,2261.879883
2006-02-13,2239.810059
2006-02-14,2262.169922
2006-02-15,2276.429932
2006-02-16,2294.629883
2006-02-17,2282.360107
2006-02-21,2262.959961
2006-02-22,2283.169922
2006-02-23,2279.320068
2006-02-24,2287.040039
2006-02-27,2307.179932
2006-02-28,2281.389893
2006-03-01,2314.639893
2006-03-02,2311.110107
2006-03-03,2302.600098
2006-03-06,2286.030029
2006-03-07,2268.379883
2006-03-08,2267.459961
2006-03-09,2249.719971
2006-03-10,2262.040039
2006-03-13,2267.030029
2006-03-14,2295.899902
2006-03-15,2311.840088
2006-03-16,2299.560059
2006-03-17,2306.47998
2006-03-20,2314.110107
2006-03-21,2294.22998
2006-03-22,2303.350098
2006-03-23,2300.149902
2006-03-24,2312.820068
2006-03-27,2315.580078
2006-03-28,2304.459961
2006-03-29,2337.780029
2006-03-30,2340.820068
2006-03-31,2339.790039
2006-04-03,2336.73999
2006-04-04,2345.360107
2006-04-05,2359.75
2006-04-06,2361.169922
2006-04-07,2339.02002
2006-04-10,2333.27002
2006-04-11,2310.350098
2006-04-12,2314.679932
2006-04-13,2326.110107
2006-04-17,2311.159912
2006-04-18,2356.139893
2006-04-19,2370.879883
2006-04-20,2362.550049
2006-04-21,2342.860107
2006-04-24,2333.379883
2006-04-25,2330.300049
2006-04-26,2333.629883
2006-04-27,2344.949951
2006-04-28,2322.570068
2006-05-01,2304.790039
2006-05-02,2309.840088
2006-05-03,2303.969971
2006-05-04,2323.899902
2006-05-05,2342.570068
2006-05-08,2344.98999
2006-05-09,2338.25
2006-05-10,2320.73999
2006-05-11,2272.699951
2006-05-12,2243.780029
2006-05-15,2238.52002
2006-05-16,2229.129883
2006-05-17,2195.800049
2006-05-18,2180.320068
2006-05-19,2193.879883
2006-05-22,2172.860107
2006-05-23,2158.76001
2006-05-24,2169.169922
2006-05-25,2198.23999
2006-05-26,2210.370117
2006-05-30,2164.73999
2006-05-31,2178.879883
2006-06-01,2219.860107
2006-06-02,2219.409912
2006-06-05,2169.620117
2006-06-06,2162.780029
2006-06-07,2151.800049
2006-06-08,2145.320068
2006-06-09,2135.060059
2006-06-12,2091.320068
2006-06-13,2072.469971
2006-06-14,2086
2006-06-15,2144.149902
2006-06-16,2129.949951
2006-06-19,2110.419922
2006-06-20,2107.060059
2006-06-21,2141.199951
2006-06-22,2122.97998
2006-06-23,2121.469971
2006-06-26,2133.669922
2006-06-27,2100.25
2006-06-28,2111.840088
2006-06-29,2174.379883
2006-06-30,2172.090088
2006-07-03,2190.429932
2006-07-05,2153.340088
2006-07-06,2155.090088
2006-07-07,2130.060059
2006-07-10,2116.929932
2006-07-11,2128.860107
2006-07-12,2090.23999
2006-07-13,2054.110107
2006-07-14,2037.349976
2006-07-17,2037.719971
2006-07-18,2043.219971
2006-07-19,2080.709961
2006-07-20,2039.420044
2006-07-21,2020.390015
2006-07-24,2061.840088
2006-07-25,2073.899902
2006-07-26,2070.459961
2006-07-27,2054.469971
2006-07-28,2094.139893
2006-07-31,2091.469971
2006-08-01,2061.98999
2006-08-02,2078.810059
2006-08-03,2092.340088
2006-08-04,2085.050049
2006-08-07,2072.5
2006-08-08,2060.850098
2006-08-09,2060.280029
2006-08-10,2071.73999
2006-08-11,2057.709961
2006-08-14,2069.040039
2006-08-15,2115.01001
2006-08-16,2149.540039
2006-08-17,2157.610107
2006-08-18,2163.949951
2006-08-21,2147.75
2006-08-22,2150.02002
2006-08-23,2134.659912
2006-08-24,2137.110107
2006-08-25,2140.290039
2006-08-28,2160.699951
2006-08-29,2172.300049
2006-08-30,2185.72998
2006-08-31,2183.75
2006-09-01,2193.159912
2006-09-05,2205.699951
2006-09-06,2167.840088
2006-09-07,2155.290039
2006-09-08,2165.790039
2006-09-11,2173.25
2006-09-12,2215.820068
2006-09-13,2227.669922
2006-09-14,2228.72998
2006-09-15,2235.590088
2006-09-18,2235.75
2006-09-19,2222.370117
2006-09-20,2252.889893
2006-09-21,2237.75
2006-09-22,2218.929932
2006-09-25,2249.070068
2006-09-26,2261.340088
2006-09-27,2263.389893
2006-09-28,2270.02002
2006-09-29,2258.429932
2006-10-02,2237.600098
2006-10-03,2243.649902
2006-10-04,2290.949951
2006-10-05,2306.340088
2006-10-06,2299.98999
2006-10-09,2311.77002
2006-10-10,2315.429932
2006-10-11,2308.27002
2006-10-12,2346.179932
2006-10-13,2357.290039
2006-10-16,2363.840088
2006-10-17,2344.949951
2006-10-18,2337.149902
2006-10-19,2340.939941
2006-10-20,2342.300049
2006-10-23,2355.560059
2006-10-24,2344.840088
2006-10-25,2356.590088
2006-10-26,2379.100098
2006-10-27,2350.620117
2006-10-30,2363.77002
2006-10-31,2366.709961
2006-11-01,2334.350098
2006-11-02,2334.02002
2006-11-03,2330.790039
2006-11-06,2365.949951
2006-11-07,2375.879883
2006-11-08,2384.939941
2006-11-09,2376.01001
2006-11-10,2389.719971
2006-11-13,2406.379883
2006-11-14,2430.659912
2006-11-15,2442.75
2006-11-16,2449.060059
2006-11-17,2445.860107
2006-11-20,2452.719971
2006-11-21,2454.840088
2006-11-22,2465.97998
2006-11-24,2460.26001
2006-11-27,2405.919922
2006-11-28,2412.610107
2006-11-29,2432.22998
2006-11-30,2431.77002
2006-12-01,2413.209961
2006-12-04,2448.389893
2006-12-05,2452.379883
2006-12-06,2445.860107
2006-12-07,2427.689941
2006-12-08,2437.360107
2006-12-11,2442.860107
2006-12-12,2431.600098
2006-12-13,2432.409912
2006-12-14,2453.850098
2006-12-15,2457.199951
2006-12-18,2435.570068
2006-12-19,2429.550049
2006-12-20,2427.610107
2006-12-21,2415.850098
2006-12-22,2401.179932
2006-12-26,2413.51001
2006-12-27,2431.219971
2006-12-28,2425.570068
2006-12-29,2415.290039
2007-01-03,2423.159912
2007-01-04,2453.429932
2007-01-05,2434.25
2007-01-08,2438.199951
2007-01-09,2443.830078
2007-01-10,2459.330078
2007-01-11,2484.850098
2007-01-12,2502.820068
2007-01-16,2497.780029
2007-01-17,2479.419922
2007-01-18,2443.209961
2007-01-19,2451.310059
2007-01-22,2431.070068
2007-01-23,2431.409912
2007-01-24,2466.280029
2007-01-25,2434.23999
2007-01-26,2435.48999
2007-01-29,2441.090088
2007-01-30,2448.639893
2007-01-31,2463.929932
2007-02-01,2468.379883
2007-02-02,2475.879883
2007-02-05,2470.600098
2007-02-06,2471.48999
2007-02-07,2490.5
2007-02-08,2488.669922
2007-02-09,2459.820068
2007-02-12,2450.379883
2007-02-13,2459.879883
2007-02-14,2488.379883
2007-02-15,2497.100098
2007-02-16,2496.310059
2007-02-20,2513.040039
2007-02-21,2518.419922
2007-02-22,2524.939941
2007-02-23,2515.100098
2007-02-26,2504.52002
2007-02-27,2407.860107
2007-02-28,2416.149902
2007-03-01,2404.209961
2007-03-02,2368
2007-03-05,2340.679932
2007-03-06,2385.139893
2007-03-07,2374.639893
2007-03-08,2387.72998
2007-03-09,2387.550049
2007-03-12,2402.290039
2007-03-13,2350.570068
2007-03-14,2371.73999
2007-03-15,2378.699951
2007-03-16,2372.659912
2007-03-19,2394.409912
2007-03-20,2408.209961
2007-03-21,2455.919922
2007-03-22,2451.73999
2007-03-23,2448.929932
2007-03-26,2455.629883
2007-03-27,2437.429932
2007-03-28,2417.100098
2007-03-29,2417.879883
2007-03-30,2421.639893
2007-04-02,2422.26001
2007-04-03,2450.330078
2007-04-04,2458.689941
2007-04-05,2471.340088
2007-04-09,2469.179932
2007-04-10,2477.610107
2007-04-11,2459.310059
2007-04-12,2480.320068
2007-04-13,2491.939941
2007-04-16,2518.330078
2007-04-17,2516.949951
2007-04-18,2510.5
